pupilonrolltableid,NativeId,termlysessiondetailsonrolltableid,termlysessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
006a8cdc-33d,SCH5,29adecd0,63,5bba2162,129.0,N
006a8cdc-33d,SCH5,685e8759,60,5bba2162,129.0,O
006a8cdc-33d,SCH5,9e07dfcf,61,5bba2162,131.0,R
006db8dd-913,SCH5,d1cf5e96,64,0f9919ca,133.0,E
00737891-2c8,SCH3,cfd7ed78,71,26ee1c7e,124.0,C
00737891-2c8,SCH3,63f3a1d8,65,26ee1c7e,125.0,E
00737891-2c8,SCH3,12a843a7,66,26ee1c7e,131.0,H
00737891-2c8,SCH3,8490c1eb,68,26ee1c7e,129.0,I
00737891-2c8,SCH3,abc4c64e,73,26ee1c7e,127.0,R
007a60d5-079,SCH1,d04ba1ff,77,fcf9737d,126.0,E
007a60d5-079,SCH1,aac563f5,76,fcf9737d,123.0,G
007a60d5-079,SCH1,5b615cbd,78,fcf9737d,139.0,H
007a60d5-079,SCH1,af58eddc,75,fcf9737d,132.0,M
007a60d5-079,SCH1,46f56f76,83,fcf9737d,131.0,O
007a60d5-079,SCH1,8440e62a,79,fcf9737d,126.0,S
007a60d5-079,SCH1,c829b320,81,fcf9737d,128.0,U
007a7429-53f,SCH1,fb8c8588,86,c4889d8d,123.0,H
007a7429-53f,SCH1,c664a8b9,85,c4889d8d,127.0,M
007ce401-b14,SCH1,875a22cb,87,f0c2278a,121.0,M
007ce401-b14,SCH1,fff47923,88,f0c2278a,134.0,R
0080a909-ddc,SCH2,10691895,90,48d3cdf9,124.0,C
0080a909-ddc,SCH2,36113c66,91,48d3cdf9,119.0,H
0080a909-ddc,SCH2,f144da98,96,48d3cdf9,135.0,I
0080a909-ddc,SCH2,fce89e65,97,48d3cdf9,122.0,M
0080a909-ddc,SCH2,9734c741,94,48d3cdf9,136.0,N
0080a909-ddc,SCH2,67dbd55f,95,48d3cdf9,140.0,O
0080a909-ddc,SCH2,ade4af04,92,48d3cdf9,129.0,R
0080a909-ddc,SCH2,a2e8fe44,89,48d3cdf9,129.0,Z
00861282-259,SCH6,e42994a2,98,8f78b9f9,122.0,E
00861282-259,SCH6,e077d249,99,8f78b9f9,129.0,Z
008e6441-aa0,SCH8,db05f1f5,100,f807d85d,135.0,G
008e6441-aa0,SCH8,306474fe,102,f807d85d,127.0,I
008e6441-aa0,SCH8,c3ea82fd,101,f807d85d,123.0,M
0096e98c-b69,SCH5,00312ade,107,a86a61a9,142.0,E
0096e98c-b69,SCH5,1ac8ae43,104,a86a61a9,127.0,H
0096e98c-b69,SCH5,cc59146d,106,a86a61a9,130.0,I
0096e98c-b69,SCH5,a6677b84,103,a86a61a9,117.0,N
0096e98c-b69,SCH5,4f07ba5a,108,a86a61a9,129.0,O
0096e98c-b69,SCH5,b99e2851,105,a86a61a9,132.0,R
00a2895e-7c0,SCH5,120df01f,113,63f67add,128.0,C
00a2895e-7c0,SCH5,10b0cc8c,111,63f67add,128.0,I
00a2895e-7c0,SCH5,0ad0d031,114,63f67add,121.0,M
00a2895e-7c0,SCH5,95109b6d,116,63f67add,132.0,N
00a2895e-7c0,SCH5,e504a51e,115,63f67add,130.0,T
00a2895e-7c0,SCH5,89ed38b3,110,63f67add,137.0,Y
00b47c69-f0d,SCH1,a30d88ad,120,3fd81d43,141.0,E
00b47c69-f0d,SCH1,1aef9c06,118,3fd81d43,123.0,H
00b47c69-f0d,SCH1,74d61a13,119,3fd81d43,122.0,S
00c46b1f-986,SCH7,7562eb46,121,ef4d33d5,130.0,N
00c57c03-6d2,SCH3,7e562d73,128,6f50637a,132.0,C
00c57c03-6d2,SCH3,f434c56e,130,6f50637a,126.0,G
00c57c03-6d2,SCH3,3a1a38e0,124,6f50637a,137.0,I
00c57c03-6d2,SCH3,1377180b,131,6f50637a,141.0,M
00c57c03-6d2,SCH3,10a7a841,125,6f50637a,123.0,N
00c57c03-6d2,SCH3,05ebb6b8,122,6f50637a,141.0,O
00d48d88-6ca,SCH3,4d4133cc,132,29bc08e9,127.0,C
00d48d88-6ca,SCH3,36132525,133,29bc08e9,133.0,G
00d48d88-6ca,SCH3,da0075dd,135,29bc08e9,135.0,N
00d48d88-6ca,SCH3,e0261f8e,134,29bc08e9,129.0,Y
00d575a7-dc8,SCH7,6fe3a05c,137,5516cb63,141.0,E
00d575a7-dc8,SCH7,47f4da10,138,5516cb63,136.0,I
00da3cc7-b28,SCH1,dfdd3370,143,8bdea253,129.0,E
00da3cc7-b28,SCH1,620d06aa,140,8bdea253,122.0,I
00da3cc7-b28,SCH1,545d87cb,139,8bdea253,120.0,N
00e2f966-e88,SCH7,8bb6be86,145,caf4d2b3,138.0,C
00e2f966-e88,SCH7,330fd8d1,150,caf4d2b3,125.0,E
00e2f966-e88,SCH7,f2b6cf91,149,caf4d2b3,128.0,H
00e2f966-e88,SCH7,ca8ff126,144,caf4d2b3,129.0,M
00e2f966-e88,SCH7,78a441ea,147,caf4d2b3,125.0,N
00e2f966-e88,SCH7,b773aa92,148,caf4d2b3,131.0,S
00e3e3c1-738,SCH3,5ed9dd9c,155,cae9b309,123.0,H
00e3e3c1-738,SCH3,06608be0,154,cae9b309,126.0,U
00e70ba4-b03,SCH3,b6527f8e,157,cefa2a3e,125.0,H
00e70ba4-b03,SCH3,59ff320a,156,cefa2a3e,138.0,M
00e9397d-27e,SCH2,284511c7,160,fe83caf6,125.0,H
00e9397d-27e,SCH2,caafff43,159,fe83caf6,139.0,I
00e9397d-27e,SCH2,38b9b749,161,fe83caf6,119.0,N
00e9397d-27e,SCH2,afc81739,158,fe83caf6,125.0,U
00ecef55-ae2,SCH1,437b6eba,164,08ea919a,128.0,E
00ecef55-ae2,SCH1,ae0567a8,163,08ea919a,131.0,I
00f6b660-59e,SCH2,4c07fb31,168,bc793f46,118.0,G
00f6b660-59e,SCH2,bc9df983,169,bc793f46,136.0,H
00f6b660-59e,SCH2,601e95e6,171,bc793f46,133.0,I
00f6b660-59e,SCH2,f564be78,167,bc793f46,136.0,N
00f6b660-59e,SCH2,30000d9e,170,bc793f46,127.0,O
00f6b660-59e,SCH2,6b8792a5,166,bc793f46,134.0,U
00f6b660-59e,SCH2,bdbb6dc3,165,bc793f46,131.0,Y
01080e0c-45b,SCH6,643765b4,174,71d5c6f2,133.0,C
01080e0c-45b,SCH6,3b4a03ce,175,71d5c6f2,130.0,E
01080e0c-45b,SCH6,a96f96c4,178,71d5c6f2,138.0,G
01080e0c-45b,SCH6,ebc21a4c,180,71d5c6f2,118.0,I
01080e0c-45b,SCH6,48fe4555,176,71d5c6f2,129.0,N
01080e0c-45b,SCH6,c73076e6,177,71d5c6f2,123.0,O
01080e0c-45b,SCH6,508e68da,181,71d5c6f2,138.0,X
010aa4cb-931,SCH2,ab48cfc7,184,63275b1b,129.0,G
010aa4cb-931,SCH2,8238512e,183,63275b1b,124.0,I
010aa4cb-931,SCH2,5112858e,182,63275b1b,130.0,M
010aa4cb-931,SCH2,a0cf485e,186,63275b1b,131.0,Z
010d4a31-384,SCH1,6ea1b458,195,5c6143d9,136.0,C
010d4a31-384,SCH1,fbc57115,194,5c6143d9,127.0,E
010d4a31-384,SCH1,0721e5b8,193,5c6143d9,122.0,G
010d4a31-384,SCH1,8270509f,189,5c6143d9,125.0,I
010d4a31-384,SCH1,9c45d6de,192,5c6143d9,144.0,N
010d4a31-384,SCH1,7ba31070,190,5c6143d9,130.0,O
010d4a31-384,SCH1,d16dd9b0,188,5c6143d9,127.0,S
010d4a31-384,SCH1,62afaaa0,187,5c6143d9,131.0,Y
0111df42-53e,SCH5,7b0a2aa4,197,890f9b21,130.0,C
0111df42-53e,SCH5,b1b53703,202,890f9b21,128.0,E
0111df42-53e,SCH5,88f33621,199,890f9b21,,H
0111df42-53e,SCH5,d63a4172,203,890f9b21,137.0,I
0111df42-53e,SCH5,b31cb5dd,198,890f9b21,133.0,M
0111df42-53e,SCH5,dfab01fc,200,890f9b21,131.0,O
011c54a5-f16,SCH4,7f7c5116,206,3e18474b,139.0,E
011c54a5-f16,SCH4,4bffb5bb,210,3e18474b,126.0,H
011c54a5-f16,SCH4,f811b4e6,211,3e18474b,128.0,I
011c54a5-f16,SCH4,d6b08bb0,208,3e18474b,128.0,M
011c54a5-f16,SCH4,5f7d41b2,209,3e18474b,123.0,O
012d9587-01b,SCH2,9be2e825,216,6295eae5,140.0,C
012d9587-01b,SCH2,a939a7b5,215,6295eae5,127.0,M
012d9587-01b,SCH2,b0031279,214,6295eae5,129.0,S
0134a3c5-4bc,SCH5,dd75d026,217,17aca69c,132.0,S
0134a3c5-4bc,SCH5,c3c9bcca,218,17aca69c,126.0,U
01359d1e-dc2,SCH1,0befaa38,220,2290e5a9,127.0,I
01359d1e-dc2,SCH1,2bb13a7f,219,2290e5a9,131.0,R
013dbd2f-629,SCH6,d2dff23d,221,bf482c01,126.0,#
013dbd2f-629,SCH6,87c55b61,222,bf482c01,125.0,C
013e6c4a-b75,SCH6,7ed46792,223,d90c7a7d,124.0,E
013e6c4a-b75,SCH6,3d654d20,224,d90c7a7d,133.0,G
013e6c4a-b75,SCH6,c6789901,225,d90c7a7d,126.0,I
013e6c4a-b75,SCH6,0f85a4cc,229,d90c7a7d,130.0,M
013e6c4a-b75,SCH6,4e8466da,231,d90c7a7d,137.0,R
013e6c4a-b75,SCH6,eb34bd05,226,d90c7a7d,128.0,T
013e6c4a-b75,SCH6,f039c09b,227,d90c7a7d,132.0,Y
01488c87-02d,SCH2,5abe594e,232,91b36261,122.0,C
01488c87-02d,SCH2,71473126,237,91b36261,129.0,E
01488c87-02d,SCH2,ce409a7f,235,91b36261,133.0,G
01488c87-02d,SCH2,a8ed22d1,241,91b36261,130.0,M
01488c87-02d,SCH2,3fa73474,233,91b36261,136.0,R
01488c87-02d,SCH2,c7175dfc,239,91b36261,137.0,S
01488c87-02d,SCH2,a0b2d162,234,91b36261,129.0,Y
0154b5e1-bf5,SCH2,08d1cabd,243,73574267,127.0,C
0154b5e1-bf5,SCH2,dd55c14e,245,73574267,126.0,E
0154b5e1-bf5,SCH2,960109d4,244,73574267,129.0,I
0154b5e1-bf5,SCH2,02a761d9,248,73574267,136.0,N
0154b5e1-bf5,SCH2,623fc17b,242,73574267,133.0,O
0154b5e1-bf5,SCH2,f7731270,247,73574267,132.0,R
0154b5e1-bf5,SCH2,2d3509fa,246,73574267,128.0,S
0154b5e1-bf5,SCH2,bb84acd2,250,73574267,128.0,U
01564caa-913,SCH6,9bc98357,252,a92cbc6c,130.0,G
01564caa-913,SCH6,29fa6235,253,a92cbc6c,131.0,N
01564caa-913,SCH6,74e783fb,254,a92cbc6c,128.0,R
015a50c2-e95,SCH3,8817531a,255,4066f82f,122.0,C
015a50c2-e95,SCH3,016483bf,259,4066f82f,133.0,E
015a50c2-e95,SCH3,64d6c720,260,4066f82f,130.0,G
015a50c2-e95,SCH3,e3a27a1f,261,4066f82f,132.0,I
015a50c2-e95,SCH3,285dcaef,256,4066f82f,131.0,M
015a50c2-e95,SCH3,bcb33072,258,4066f82f,131.0,X
015a50c2-e95,SCH3,c89e6056,257,4066f82f,126.0,Z
015e1d34-e1e,SCH6,5ccce528,265,46156b19,122.0,M
015e1d34-e1e,SCH6,ef4379f9,266,46156b19,125.0,N
015e1d34-e1e,SCH6,e16e7b29,264,46156b19,128.0,O
015e1d34-e1e,SCH6,6da81884,267,46156b19,137.0,T
015e2ada-f29,SCH8,94efd5ec,268,48aa2911,121.0,E
015e2ada-f29,SCH8,7f28d332,269,48aa2911,123.0,G
015e2ada-f29,SCH8,33124add,275,48aa2911,136.0,M
015e2ada-f29,SCH8,16623d7b,272,48aa2911,128.0,N
015e2ada-f29,SCH8,aa35be85,271,48aa2911,136.0,R
0162b45c-a58,SCH7,50003305,276,da908ec6,128.0,C
0162b45c-a58,SCH7,cda97e74,277,da908ec6,132.0,G
0162b45c-a58,SCH7,cc4e52e9,278,da908ec6,136.0,M
016343eb-e88,SCH7,9eb7af04,280,facd73eb,131.0,G
01645986-534,SCH8,9000785c,281,ad32fad2,134.0,G
01645986-534,SCH8,487ccb22,283,ad32fad2,123.0,M
01645986-534,SCH8,007e137a,282,ad32fad2,132.0,S
01645986-534,SCH8,ac965817,284,ad32fad2,128.0,Y
016a3e1b-2a5,SCH7,93155f80,288,02c763da,131.0,C
016a3e1b-2a5,SCH7,ab283d43,289,02c763da,138.0,E
016a3e1b-2a5,SCH7,5da8d67d,285,02c763da,122.0,H
016a3e1b-2a5,SCH7,d41dabd0,287,02c763da,132.0,I
016a3e1b-2a5,SCH7,288e89b1,286,02c763da,129.0,M
016a3e1b-2a5,SCH7,0e99c70e,290,02c763da,134.0,N
016e97a4-301,SCH8,2c69667c,295,d1d24ad8,132.0,C
017aa6c2-fe1,SCH6,e157e7dc,303,c66a373c,127.0,C
017aa6c2-fe1,SCH6,f496146c,298,c66a373c,132.0,H
017aa6c2-fe1,SCH6,b8db5a6f,301,c66a373c,139.0,I
017aa6c2-fe1,SCH6,07697c7d,296,c66a373c,137.0,N
017aa6c2-fe1,SCH6,c3bec2c2,299,c66a373c,126.0,S
017aa6c2-fe1,SCH6,aaa5bfbc,297,c66a373c,126.0,U
017fffe4-75c,SCH8,3f55f647,311,cf02e1df,119.0,#
017fffe4-75c,SCH8,32798c65,305,cf02e1df,134.0,C
017fffe4-75c,SCH8,08f8f9ed,307,cf02e1df,130.0,G
017fffe4-75c,SCH8,87512843,306,cf02e1df,138.0,M
017fffe4-75c,SCH8,9e0b8c46,304,cf02e1df,136.0,O
017fffe4-75c,SCH8,d7e06851,312,cf02e1df,123.0,T
017fffe4-75c,SCH8,b4a14ecd,309,cf02e1df,125.0,Y
0183bc4b-6ce,SCH2,f1b52959,316,c9662522,128.0,C
0183bc4b-6ce,SCH2,c0ed2841,318,c9662522,135.0,E
0183bc4b-6ce,SCH2,96713681,320,c9662522,135.0,G
0183bc4b-6ce,SCH2,7135fc7e,314,c9662522,125.0,N
0183bc4b-6ce,SCH2,a8e1facf,315,c9662522,139.0,O
0185afe5-85c,SCH2,8cbd005e,324,e12e7121,133.0,C
0185afe5-85c,SCH2,7939058e,322,e12e7121,135.0,H
0185afe5-85c,SCH2,7bd4db6c,321,e12e7121,125.0,M
0185afe5-85c,SCH2,852dca19,323,e12e7121,130.0,N
01861a4b-993,SCH1,371a03aa,330,3e87f575,130.0,C
01861a4b-993,SCH1,e1bccf42,329,3e87f575,121.0,M
01861a4b-993,SCH1,93b6ec81,331,3e87f575,119.0,R
0188f245-602,SCH8,ad301d57,338,17591cf9,137.0,E
0188f245-602,SCH8,2d336baf,333,17591cf9,123.0,G
0188f245-602,SCH8,ebcf83b7,336,17591cf9,134.0,H
0188f245-602,SCH8,b8a29410,334,17591cf9,127.0,I
0188f245-602,SCH8,7650e98d,340,17591cf9,113.0,N
0188f245-602,SCH8,a9f5d845,339,17591cf9,137.0,R
01978053-3b0,SCH8,7446ea14,344,c91c5f83,124.0,#
01978053-3b0,SCH8,bdce9262,343,c91c5f83,138.0,C
01978053-3b0,SCH8,63e1e0ba,347,c91c5f83,127.0,I
01978053-3b0,SCH8,970028d3,346,c91c5f83,133.0,N
01978053-3b0,SCH8,e51b4078,342,c91c5f83,133.0,O
01978053-3b0,SCH8,f6a83e03,345,c91c5f83,128.0,S
01978053-3b0,SCH8,64bcb20f,341,c91c5f83,129.0,U
019cfc62-962,SCH7,0f045c82,349,d9521152,130.0,M
019df92f-194,SCH7,f6680ee6,353,2d251031,126.0,G
019df92f-194,SCH7,f3c23464,356,2d251031,129.0,H
019df92f-194,SCH7,3ed10b45,354,2d251031,126.0,M
019df92f-194,SCH7,70ccd0c3,352,2d251031,139.0,N
019df92f-194,SCH7,2706b601,351,2d251031,121.0,T
01a0b4d1-79b,SCH8,06ed6941,359,347a22a6,129.0,C
01a0b4d1-79b,SCH8,69dd3ab0,360,347a22a6,135.0,E
01a0b4d1-79b,SCH8,0f61260e,362,347a22a6,122.0,G
01a0b4d1-79b,SCH8,2d1f0910,361,347a22a6,132.0,N
01a0b4d1-79b,SCH8,95a94751,364,347a22a6,130.0,O
01aa8772-70d,SCH2,bb79bf69,365,2e376bf6,129.0,I
01ab75f8-504,SCH1,2113447a,366,ae9a3527,133.0,R
01af0693-90a,SCH7,442a5205,367,762957ae,127.0,I
01af0693-90a,SCH7,acf984e1,368,762957ae,123.0,N
01b4b057-87a,SCH5,b48d224d,373,3c94c6d5,127.0,E
01b4b057-87a,SCH5,5a6eacba,372,3c94c6d5,135.0,H
01b4b057-87a,SCH5,c2c006d1,369,3c94c6d5,128.0,M
01b4b057-87a,SCH5,9208a1c6,374,3c94c6d5,132.0,S
01b4b057-87a,SCH5,e67a8c32,371,3c94c6d5,131.0,X
01b4b057-87a,SCH5,f84e1437,370,3c94c6d5,130.0,Z
01cc47ac-658,SCH1,bcbc9b8c,382,60875008,135.0,C
01cc47ac-658,SCH1,bcc5bbd4,381,60875008,136.0,E
01cc47ac-658,SCH1,342d6edb,376,60875008,132.0,G
01cc47ac-658,SCH1,39ea6d0f,379,60875008,129.0,I
01cc47ac-658,SCH1,71f1fb72,377,60875008,135.0,O
01cc47ac-658,SCH1,e84e41d7,378,60875008,129.0,R
01cc47ac-658,SCH1,6984f2cb,380,60875008,137.0,S
01cc47ac-658,SCH1,806ae050,383,60875008,127.0,X
01da4f0d-44e,SCH3,98a4ced5,387,e2ad6cda,129.0,G
01da4f0d-44e,SCH3,d201b559,386,e2ad6cda,137.0,M
01da4f0d-44e,SCH3,d7c9837f,385,e2ad6cda,133.0,N
01da4f0d-44e,SCH3,863c862f,389,e2ad6cda,132.0,T
01dfc5f8-834,SCH6,aef6a038,398,ea057aed,129.0,C
01dfc5f8-834,SCH6,9aed9925,392,ea057aed,126.0,E
01dfc5f8-834,SCH6,67f671ab,390,ea057aed,136.0,G
01dfc5f8-834,SCH6,3f2f6577,393,ea057aed,130.0,M
01dfc5f8-834,SCH6,0444e56b,391,ea057aed,125.0,R
01dfc5f8-834,SCH6,24e535dd,397,ea057aed,139.0,T
01dfc5f8-834,SCH6,fc2293ce,395,ea057aed,136.0,Y
01ebda30-5a0,SCH2,c857fbcc,400,9276e268,142.0,E
01ebda30-5a0,SCH2,4f826e4f,402,9276e268,131.0,G
01ebda30-5a0,SCH2,cb282903,399,9276e268,133.0,H
01ebda30-5a0,SCH2,69116efd,403,9276e268,134.0,I
01ebda30-5a0,SCH2,c60bb091,405,9276e268,127.0,M
01ebda30-5a0,SCH2,eeb88f30,401,9276e268,128.0,R
01ebda30-5a0,SCH2,986a5346,407,9276e268,129.0,Y
01ed06bc-72e,SCH3,be21143d,408,d2e42a36,132.0,E
01ed06bc-72e,SCH3,5953c823,409,d2e42a36,133.0,G
0200b7ed-ca9,SCH1,2d7b1d36,414,fda8e025,128.0,G
0200b7ed-ca9,SCH1,ee08b2de,411,fda8e025,132.0,I
0200b7ed-ca9,SCH1,065f1d13,415,fda8e025,121.0,N
0200b7ed-ca9,SCH1,e1d69c5e,416,fda8e025,127.0,R
0200b7ed-ca9,SCH1,32f1d5ed,413,fda8e025,129.0,U
0200b7ed-ca9,SCH1,f5c3259b,412,fda8e025,125.0,Y
0207ff07-7f7,SCH3,42236d7f,420,de3dcf1b,134.0,#
0207ff07-7f7,SCH3,e7981f77,421,de3dcf1b,127.0,C
0207ff07-7f7,SCH3,ddc5a407,417,de3dcf1b,137.0,G
0207ff07-7f7,SCH3,80b6881c,424,de3dcf1b,126.0,H
0207ff07-7f7,SCH3,dbae6696,418,de3dcf1b,131.0,M
0207ff07-7f7,SCH3,17a152b2,425,de3dcf1b,128.0,R
0209d767-3ec,SCH2,16917b82,427,9b2b9bf8,124.0,C
0209d767-3ec,SCH2,d79492f8,429,9b2b9bf8,128.0,E
0209d767-3ec,SCH2,3bd8a9db,426,9b2b9bf8,129.0,M
020de71c-5f0,SCH2,f5e9a894,432,d09cf4f3,125.0,E
020de71c-5f0,SCH2,f0f4ac0d,430,d09cf4f3,125.0,H
020de71c-5f0,SCH2,aa672b52,431,d09cf4f3,130.0,M
021425e0-64f,SCH5,754f7b30,434,07bbed58,142.0,C
021425e0-64f,SCH5,bbded0b3,433,07bbed58,134.0,E
021425e0-64f,SCH5,2efa984a,437,07bbed58,124.0,H
021425e0-64f,SCH5,1e2e7cb2,442,07bbed58,117.0,M
021425e0-64f,SCH5,b78f2f88,439,07bbed58,136.0,N
021425e0-64f,SCH5,1a32a653,436,07bbed58,128.0,O
02149e28-3dc,SCH5,c1a5a0bf,443,c5f1f934,132.0,X
02211e5a-3f0,SCH2,4a237b5c,449,57286778,137.0,C
02211e5a-3f0,SCH2,7a082f6e,444,57286778,133.0,E
02211e5a-3f0,SCH2,cf566493,450,57286778,128.0,G
02211e5a-3f0,SCH2,85a8becc,448,57286778,125.0,H
02211e5a-3f0,SCH2,116c9526,445,57286778,135.0,N
022173c1-4fe,SCH2,55b4b9b7,454,802b3559,128.0,M
022173c1-4fe,SCH2,5f9dcb39,451,802b3559,125.0,R
022173c1-4fe,SCH2,3fa4c589,453,802b3559,125.0,S
022173c1-4fe,SCH2,9df2e257,452,802b3559,121.0,Y
022306da-25f,SCH3,c654a0b4,456,d7f966fa,135.0,E
022306da-25f,SCH3,8ef39ba0,460,d7f966fa,130.0,H
022306da-25f,SCH3,0561e777,461,d7f966fa,126.0,I
022306da-25f,SCH3,587d805e,455,d7f966fa,132.0,M
022306da-25f,SCH3,a5b5462f,458,d7f966fa,129.0,S
022306da-25f,SCH3,e2066243,457,d7f966fa,126.0,X
022306da-25f,SCH3,9785fa3b,459,d7f966fa,123.0,Z
0228116d-6b3,SCH6,1ce45974,467,13e33880,131.0,C
0228116d-6b3,SCH6,a2617837,464,13e33880,132.0,E
0228116d-6b3,SCH6,e1f20ca1,463,13e33880,145.0,I
0228116d-6b3,SCH6,39248b11,466,13e33880,120.0,R
0228116d-6b3,SCH6,caee9afa,465,13e33880,136.0,S
02332c43-1fe,SCH2,c81c7e78,471,bf1d0970,124.0,E
02332c43-1fe,SCH2,f69b0de2,476,bf1d0970,135.0,H
02332c43-1fe,SCH2,33c30041,469,bf1d0970,138.0,I
02332c43-1fe,SCH2,0409cb6c,470,bf1d0970,120.0,N
02332c43-1fe,SCH2,3238db1f,475,bf1d0970,122.0,R
02332c43-1fe,SCH2,dc311305,468,bf1d0970,129.0,T
023864e0-886,SCH5,97bdde76,478,a1beb3a0,131.0,E
023864e0-886,SCH5,4b23d823,479,a1beb3a0,129.0,I
0239b80f-bcc,SCH2,0676a48e,482,20c041be,138.0,C
0239b80f-bcc,SCH2,6ec83898,481,20c041be,121.0,G
0239b80f-bcc,SCH2,b2d604df,480,20c041be,128.0,I
023d6276-432,SCH6,b44850b3,491,d50a8e5d,130.0,C
023d6276-432,SCH6,73158d42,484,d50a8e5d,141.0,G
023d6276-432,SCH6,d53f5bbc,493,d50a8e5d,136.0,I
023d6276-432,SCH6,1689c410,485,d50a8e5d,120.0,M
023d6276-432,SCH6,90be17a7,489,d50a8e5d,125.0,R
023d6276-432,SCH6,1046a5d4,492,d50a8e5d,128.0,S
023d6276-432,SCH6,78567f87,487,d50a8e5d,141.0,T
023d6276-432,SCH6,8bf8afa3,490,d50a8e5d,123.0,U
023fe18f-244,SCH2,16230393,496,4893f9d1,129.0,E
023fe18f-244,SCH2,a9f4a6f8,497,4893f9d1,130.0,I
023fe18f-244,SCH2,49d4463e,495,4893f9d1,129.0,M
023fe18f-244,SCH2,1b9444dd,494,4893f9d1,129.0,N
02472728-188,SCH8,35690c73,501,b7a36245,130.0,R
02472728-188,SCH8,caa27e53,502,b7a36245,136.0,Z
024a1d5e-4cb,SCH7,5ce9f89d,503,09acd2e3,142.0,N
025d9a45-958,SCH1,d5c01813,505,c2e23188,139.0,C
025d9a45-958,SCH1,87c5d911,506,c2e23188,135.0,G
025d9a45-958,SCH1,9c8f96f2,504,c2e23188,123.0,M
02601e4d-eb9,SCH4,ebd692a5,508,139d7d16,137.0,#
02601e4d-eb9,SCH4,da6c38e2,507,139d7d16,125.0,C
02601e4d-eb9,SCH4,b8002457,511,139d7d16,126.0,E
02601e4d-eb9,SCH4,5cafc110,514,139d7d16,132.0,G
