pupilnolongeronrolltableid,NativeId,termlysessiondetailsoffrolltableid,termlysessiondetailsoffrollorderseqcolumn,sourceid,sessions,attendancereason
26670992-04f,SCH4,b027b516,252,5162b970,138.0,Y
26c5dfea-fc4,SCH7,581206ae,263,2a2dffd8,135.0,C
26c5dfea-fc4,SCH7,ef01133f,264,2a2dffd8,140.0,G
26c5dfea-fc4,SCH7,63239b07,261,2a2dffd8,127.0,H
26c5dfea-fc4,SCH7,3409ac2a,262,2a2dffd8,139.0,N
26c5dfea-fc4,SCH7,62664f16,266,2a2dffd8,121.0,S
26c5dfea-fc4,SCH7,e06b9c90,260,2a2dffd8,131.0,Y
276b1e45-2cd,SCH1,a8dd317a,271,471b13c3,137.0,G
276b1e45-2cd,SCH1,6d53e5c5,272,471b13c3,130.0,M
276b1e45-2cd,SCH1,14a84cca,270,471b13c3,126.0,S
276b1e45-2cd,SCH5,da988adc,268,657ca26d,127.0,E
276b1e45-2cd,SCH5,505c9073,269,657ca26d,138.0,I
276b1e45-2cd,SCH5,5e33290c,267,657ca26d,125.0,M
27746f0c-2a4,SCH5,1f4c00ed,274,2569ce7c,124.0,C
27746f0c-2a4,SCH5,a0054a77,278,2569ce7c,123.0,E
27746f0c-2a4,SCH5,f8a1a18a,280,2569ce7c,133.0,G
27746f0c-2a4,SCH5,a1f02ab5,279,2569ce7c,140.0,I
27746f0c-2a4,SCH5,dc31d06b,273,2569ce7c,125.0,M
27746f0c-2a4,SCH5,8d3679be,277,2569ce7c,137.0,R
283fb12f-a07,SCH7,8778f20f,282,f6d433e5,130.0,E
283fb12f-a07,SCH7,5fe78763,286,f6d433e5,130.0,G
283fb12f-a07,SCH7,ffee7bf1,285,f6d433e5,125.0,H
283fb12f-a07,SCH7,54647b23,283,f6d433e5,124.0,I
283fb12f-a07,SCH7,48ff4409,281,f6d433e5,124.0,M
283fb12f-a07,SCH7,9962a0d9,284,f6d433e5,140.0,O
283fb12f-a07,SCH7,96ca1678,289,f6d433e5,140.0,S
283fb12f-a07,SCH7,7cd3b5a4,287,f6d433e5,135.0,U
28bd0049-3b0,SCH6,01f01fc5,292,1318c755,132.0,#
28bd0049-3b0,SCH6,ce81b622,297,1318c755,137.0,C
28bd0049-3b0,SCH6,47095631,293,1318c755,129.0,G
28bd0049-3b0,SCH6,262b09e0,295,1318c755,121.0,H
28bd0049-3b0,SCH6,a7da0d90,296,1318c755,123.0,I
28bd0049-3b0,SCH6,50e64092,294,1318c755,119.0,N
28bd0049-3b0,SCH6,937a7a0a,291,1318c755,132.0,S
28bd0049-3b0,SCH6,add3f119,290,1318c755,124.0,U
28f9c03e-592,SCH1,5529db74,298,029622f3,136.0,G
28f9c03e-592,SCH1,46616519,306,029622f3,123.0,H
28f9c03e-592,SCH1,8ad971be,300,029622f3,125.0,M
28f9c03e-592,SCH1,0dfd624d,305,029622f3,129.0,N
28f9c03e-592,SCH1,5098aea7,304,029622f3,130.0,O
28f9c03e-592,SCH1,9dee3f3f,301,029622f3,132.0,Y
299dc74b-cf5,SCH4,89e0a848,311,1ba6d919,124.0,#
299dc74b-cf5,SCH4,97f6323a,310,1ba6d919,130.0,H
299dc74b-cf5,SCH4,a1054b13,309,1ba6d919,125.0,I
299dc74b-cf5,SCH4,a64db4d3,313,1ba6d919,129.0,M
299dc74b-cf5,SCH4,01bf1dd7,307,1ba6d919,133.0,N
299dc74b-cf5,SCH4,96de1def,314,1ba6d919,138.0,O
299dc74b-cf5,SCH4,9214d7ab,312,1ba6d919,134.0,R
2b7b8941-9c4,SCH7,e4295b85,317,60e5c24e,130.0,M
2b7b8941-9c4,SCH7,56a5b1f2,316,60e5c24e,,N
2cbd0b69-214,SCH7,1e189969,318,da4161c4,134.0,E
2cbd0b69-214,SCH7,3534bdc9,319,da4161c4,128.0,I
2cbd0b69-214,SCH7,a0968cad,320,da4161c4,128.0,M
2cbd0b69-214,SCH7,16e17160,321,da4161c4,130.0,Y
2d725523-695,SCH5,b7819e89,326,226e49f5,128.0,I
2d725523-695,SCH5,25e21232,325,226e49f5,125.0,M
2d725523-695,SCH5,e89f4cad,323,226e49f5,134.0,R
2d725523-695,SCH5,a98eec04,322,226e49f5,129.0,T
2e9061d6-bd2,SCH2,b6b1f73b,328,340c9478,134.0,E
2e9061d6-bd2,SCH2,43f95672,333,340c9478,119.0,G
2e9061d6-bd2,SCH2,0a3e5e15,335,340c9478,135.0,I
2e9061d6-bd2,SCH2,6093f931,334,340c9478,122.0,M
2e9061d6-bd2,SCH2,00bd3278,329,340c9478,126.0,R
2e9061d6-bd2,SCH2,3881f9ad,331,340c9478,122.0,Y
2e9061d6-bd2,SCH7,0f5f02b6,343,63aa5055,121.0,C
2e9061d6-bd2,SCH7,e3f9c66a,339,63aa5055,124.0,G
2e9061d6-bd2,SCH7,8ca40c3e,340,63aa5055,128.0,H
2e9061d6-bd2,SCH7,edde3ebd,338,63aa5055,131.0,R
2fe6779e-38f,SCH3,ce70e798,344,4c3ee410,132.0,C
2fe6779e-38f,SCH3,f1862301,346,4c3ee410,127.0,E
2fe6779e-38f,SCH3,aecc9a1d,345,4c3ee410,134.0,G
2fe6779e-38f,SCH3,980833d3,349,4c3ee410,126.0,H
30685158-c9d,SCH7,b337a268,351,5e9fdd6c,121.0,G
30685158-c9d,SCH7,a474409a,350,5e9fdd6c,132.0,R
306997fd-d42,SCH1,28ff0b20,352,ab87885d,132.0,E
30919da5-13d,SCH2,c6e9942f,354,82b5fbd4,131.0,M
30919da5-13d,SCH2,1f8a6a51,353,82b5fbd4,131.0,S
30c7e295-8fe,SCH7,7d2ed980,357,3ee78e9e,127.0,C
30c7e295-8fe,SCH7,2ed3e0e2,358,3ee78e9e,133.0,G
30c7e295-8fe,SCH7,a325ae93,361,3ee78e9e,124.0,N
3168e844-e66,SCH2,844c7253,363,076c534d,125.0,G
3168e844-e66,SCH2,103437b4,365,076c534d,124.0,H
3168e844-e66,SCH2,b984e784,362,076c534d,128.0,M
3168e844-e66,SCH2,6803a1e0,368,076c534d,134.0,S
3168e844-e66,SCH2,1f63d545,364,076c534d,134.0,X
321a806e-1cb,SCH8,12cacf0e,370,28280caf,127.0,I
321a806e-1cb,SCH8,ff332988,372,28280caf,124.0,O
321a806e-1cb,SCH8,e652ec15,373,28280caf,122.0,R
32fc6627-1b1,SCH6,cbc9411c,374,d0e97d84,126.0,C
32fc6627-1b1,SCH6,7fc34dd8,381,d0e97d84,133.0,E
32fc6627-1b1,SCH6,3dc4cfa4,377,d0e97d84,129.0,G
32fc6627-1b1,SCH6,ca078056,380,d0e97d84,136.0,I
32fc6627-1b1,SCH6,ca748659,375,d0e97d84,129.0,N
32fc6627-1b1,SCH6,0d8ebac1,376,d0e97d84,130.0,T
32fc6627-1b1,SCH6,bec9d1b5,379,d0e97d84,125.0,X
35ece27f-2f8,SCH6,e28ab935,382,9c3c9b05,131.0,C
35ece27f-2f8,SCH6,49b11f5b,385,9c3c9b05,137.0,E
35ece27f-2f8,SCH6,ebc1914c,384,9c3c9b05,135.0,I
35ece27f-2f8,SCH6,b2858903,383,9c3c9b05,129.0,M
35ece27f-2f8,SCH6,22ac70b9,386,9c3c9b05,130.0,Z
36bff8b2-d86,SCH1,71c35544,392,5239eb3a,129.0,#
36bff8b2-d86,SCH1,62fb68f6,388,5239eb3a,129.0,H
36bff8b2-d86,SCH1,708e1a24,387,5239eb3a,125.0,I
36bff8b2-d86,SCH1,f6e9aa7e,390,5239eb3a,126.0,M
36bff8b2-d86,SCH1,70e17919,391,5239eb3a,135.0,N
36bff8b2-d86,SCH1,607ba1a5,389,5239eb3a,124.0,S
37699aaf-cdc,SCH8,286ea4a0,395,bef96e2c,131.0,I
37699aaf-cdc,SCH8,25ce3155,393,bef96e2c,126.0,N
37699aaf-cdc,SCH8,62624e0f,394,bef96e2c,132.0,S
37a7936b-27f,SCH6,08eced75,396,5fee063c,133.0,E
37ec12e3-407,SCH6,5f407a09,398,f20b65e3,121.0,I
37ec12e3-407,SCH6,796531f3,397,f20b65e3,122.0,N
382bdc5f-f19,SCH2,839c9738,403,93168587,130.0,C
382bdc5f-f19,SCH2,f47e0bbf,404,93168587,131.0,G
382bdc5f-f19,SCH2,8a0447c4,406,93168587,127.0,I
382bdc5f-f19,SCH2,91e9db94,400,93168587,136.0,M
382bdc5f-f19,SCH2,58f1adad,401,93168587,137.0,N
382bdc5f-f19,SCH2,a71f26ee,399,93168587,124.0,S
3983cb6d-635,SCH7,c7bb89c8,409,edee4ed5,127.0,C
3983cb6d-635,SCH7,61337a18,411,edee4ed5,122.0,I
3983cb6d-635,SCH7,12982b8d,412,edee4ed5,137.0,M
3983cb6d-635,SCH7,ad7d520a,408,edee4ed5,122.0,N
3983cb6d-635,SCH7,c3e01fcb,410,edee4ed5,137.0,R
39f6c3f6-043,SCH5,fda9724a,417,0286e4af,128.0,C
39f6c3f6-043,SCH5,e4b179a7,418,0286e4af,132.0,G
39f6c3f6-043,SCH5,65d5db1f,413,0286e4af,132.0,H
39f6c3f6-043,SCH5,6f46652e,414,0286e4af,122.0,I
39f6c3f6-043,SCH5,9f9c7aaa,415,0286e4af,133.0,R
39f6c3f6-043,SCH5,164f0061,416,0286e4af,132.0,S
3a2e596c-42c,SCH8,5ec3f927,423,1e784caa,133.0,C
3a2e596c-42c,SCH8,3060adb5,421,1e784caa,127.0,G
3a2e596c-42c,SCH8,c22de242,420,1e784caa,133.0,M
3a2e596c-42c,SCH8,dfb51d54,422,1e784caa,125.0,S
3a4c7f7c-658,SCH2,8dee13e7,425,b385e86c,127.0,N
3a804849-d12,SCH4,a07f2633,431,756f50cf,131.0,E
3a804849-d12,SCH4,afdc72fc,426,756f50cf,131.0,G
3a804849-d12,SCH4,e21114f6,428,756f50cf,131.0,H
3a804849-d12,SCH4,2f8cedfb,427,756f50cf,123.0,M
3a804849-d12,SCH4,b76776b2,429,756f50cf,125.0,N
3a804849-d12,SCH4,6ba7733c,430,756f50cf,133.0,R
3a804849-d12,SCH4,a478aeef,433,756f50cf,125.0,U
3b1f1d81-87e,SCH6,bd0c493b,436,01c7ba65,125.0,H
3b1f1d81-87e,SCH6,9afd50ee,435,01c7ba65,129.0,M
3b1f1d81-87e,SCH6,9dd2f268,439,01c7ba65,136.0,N
3b1f1d81-87e,SCH6,81be5f73,434,01c7ba65,125.0,O
3b1f1d81-87e,SCH6,ff416a3f,438,01c7ba65,130.0,R
3b1f1d81-87e,SCH6,c8a7e292,441,01c7ba65,138.0,U
3bad4efe-d6f,SCH5,6875c845,445,e4165bed,124.0,E
3bad4efe-d6f,SCH5,9f03d910,442,e4165bed,127.0,H
3bad4efe-d6f,SCH5,1dd6bddc,444,e4165bed,124.0,I
3bad4efe-d6f,SCH5,d6505b82,443,e4165bed,134.0,M
3bad4efe-d6f,SCH5,eb8d759e,446,e4165bed,133.0,N
3dfe61ff-aa3,SCH8,6db90cf3,452,a58f07f3,130.0,E
3dfe61ff-aa3,SCH8,fca62458,450,a58f07f3,124.0,G
3dfe61ff-aa3,SCH8,3875f9ea,449,a58f07f3,129.0,H
3dfe61ff-aa3,SCH8,06793f6b,453,a58f07f3,132.0,M
3dfe61ff-aa3,SCH8,8a2b06c7,448,a58f07f3,137.0,R
3dfe61ff-aa3,SCH8,712cf603,447,a58f07f3,139.0,Y
3e8ec835-807,SCH2,957f7ce1,454,8f1d0334,138.0,N
3f16848e-29e,SCH5,08aabb0a,462,d1b2caaa,136.0,G
3f16848e-29e,SCH5,e459b9e1,456,d1b2caaa,128.0,H
3f16848e-29e,SCH5,dc134560,457,d1b2caaa,125.0,I
3f16848e-29e,SCH5,a00e3e29,460,d1b2caaa,133.0,M
3f16848e-29e,SCH5,92c1a32c,459,d1b2caaa,128.0,N
3f16848e-29e,SCH5,7ffbc561,458,d1b2caaa,132.0,X
3f16848e-29e,SCH5,2f84ee50,461,d1b2caaa,136.0,Y
41be4345-c0e,SCH3,ffdc076b,465,3b52fe28,127.0,C
41be4345-c0e,SCH3,632261a7,472,3b52fe28,140.0,G
41be4345-c0e,SCH3,4895fba7,473,3b52fe28,131.0,H
41be4345-c0e,SCH3,2fc7f07e,470,3b52fe28,124.0,I
41be4345-c0e,SCH3,16555e48,468,3b52fe28,124.0,M
41be4345-c0e,SCH3,68f89613,467,3b52fe28,135.0,N
41be4345-c0e,SCH3,b68d6dc3,466,3b52fe28,128.0,S
41be4345-c0e,SCH3,6e1b6362,464,3b52fe28,124.0,T
41d37c9d-866,SCH6,1bbeb6b0,474,c612d990,138.0,E
4263c1aa-20f,SCH6,d0dfb699,476,40c25f3b,138.0,E
4263c1aa-20f,SCH6,97716573,475,40c25f3b,123.0,G
42e1c81b-046,SCH4,1a131445,480,ea8d7f8b,130.0,G
