pupilonrolltableid,NativeId,termlyexclusionsonrolltableid,termlyexclusionsonrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
0207ff07-7f7,SCH3,05d955cf,80,fe699b28,2024-Nov-07 00:00:00,10.0,VA,,,LNCH,S
0207ff07-7f7,SCH3,793edeb3,81,fe699b28,2024-Dec-07 00:00:00,10.0,SM,BU,,FIXD,S
0207ff07-7f7,SCH3,7aaf1175,82,fe699b28,2024-Sep-26 00:00:00,10.0,VP,,,FIXD,S
0207ff07-7f7,SCH3,4a27127f,83,fe699b28,2024-Nov-19 00:00:00,10.0,RA,,,FIXD,S
0207ff07-7f7,SCH3,19b4a23e,84,fe699b28,2024-Oct-13 00:00:00,10.0,VA,DM,,FIXD,S
0207ff07-7f7,SCH3,8d236f2f,85,fe699b28,2024-Oct-29 00:00:00,10.0,SM,,TH,FIXD,S
02149e28-3dc,SCH5,aeecdf37,86,5d95d07b,2024-Sep-18 00:00:00,10.0,DA,,,FIXD,
02149e28-3dc,SCH5,9ce90b3d,87,5d95d07b,2024-Nov-17 00:00:00,10.0,TH,VP,RA,LNCH,
02149e28-3dc,SCH5,1c490429,88,5d95d07b,2024-Sep-04 00:00:00,10.0,PP,,,LNCH,
02149e28-3dc,SCH5,1e00af97,89,5d95d07b,2024-Nov-16 00:00:00,10.0,DB,PA,,PERM,
02149e28-3dc,SCH5,230d7acf,90,5d95d07b,2024-Dec-14 00:00:00,10.0,VP,,,FIXD,
02149e28-3dc,SCH5,55a32793,91,5d95d07b,2024-Sep-13 00:00:00,10.0,SM,,,FIXD,
02149e28-3dc,SCH5,eac30a6a,92,5d95d07b,2024-Sep-19 00:00:00,10.0,PP,,,FIXD,
02149e28-3dc,SCH5,5109911f,93,5d95d07b,2024-Dec-18 00:00:00,10.0,TH,VP,,FIXD,
022173c1-4fe,SCH2,2db830ab,94,9427c833,2024-Sep-04 00:00:00,10.0,RA,SM,,PERM,
02332c43-1fe,SCH2,b7263d63,95,fa0ddb02,2024-Oct-04 00:00:00,10.0,PP,,,FIXD,
02332c43-1fe,SCH2,cd4048da,96,fa0ddb02,2024-Nov-09 00:00:00,10.0,TH,,,FIXD,
02332c43-1fe,SCH2,8b4d7a2e,97,fa0ddb02,2024-Nov-21 00:00:00,10.0,SM,VA,,FIXD,
02332c43-1fe,SCH2,4c7cddd4,98,fa0ddb02,2024-Oct-19 00:00:00,10.0,VP,OT,,PERM,
02332c43-1fe,SCH2,bc1c441d,99,fa0ddb02,2024-Oct-10 00:00:00,10.0,TH,BU,,FIXD,
02332c43-1fe,SCH2,d811ce4c,100,fa0ddb02,2024-Oct-21 00:00:00,10.0,DM,,,FIXD,
02332c43-1fe,SCH2,a1590933,101,fa0ddb02,2024-Dec-11 00:00:00,10.0,PA,,,FIXD,
02332c43-1fe,SCH2,b4fb52e8,102,fa0ddb02,2024-Nov-14 00:00:00,10.0,SM,,,PERM,
02332c43-1fe,SCH2,e15e36e4,103,fa0ddb02,2024-Sep-20 00:00:00,10.0,OT,,,FIXD,
02332c43-1fe,SCH2,3b1a88e8,104,fa0ddb02,2024-Sep-29 00:00:00,10.0,PP,,,PERM,
023864e0-886,SCH5,5aaaca5e,105,282320f0,2024-Nov-27 00:00:00,10.0,TH,,,LNCH,N
023864e0-886,SCH5,28a52fd0,106,282320f0,2024-Nov-02 00:00:00,10.0,BU,,,LNCH,N
023864e0-886,SCH5,3295867e,107,282320f0,2024-Nov-18 00:00:00,10.0,RA,VP,,LNCH,N
023864e0-886,SCH5,3c5c0854,108,282320f0,2024-Dec-04 00:00:00,10.0,VA,,,FIXD,N
023864e0-886,SCH5,7f9b4d0e,109,282320f0,2024-Dec-18 00:00:00,10.0,PP,,,PERM,N
023864e0-886,SCH5,07a94f45,110,282320f0,2024-Sep-24 00:00:00,10.0,SM,,,PERM,N
023864e0-886,SCH5,63262a3c,111,282320f0,2024-Oct-28 00:00:00,10.0,SM,,,PERM,N
023864e0-886,SCH5,b2a3c066,112,282320f0,2024-Oct-31 00:00:00,10.0,PP,,,PERM,N
023864e0-886,SCH5,c97908d1,113,282320f0,2024-Sep-13 00:00:00,10.0,PP,,,FIXD,N
023864e0-886,SCH5,6339cfad,114,282320f0,2024-Nov-25 00:00:00,10.0,DB,,,FIXD,N
023d6276-432,SCH6,1b592bd9,115,1894832b,2024-Oct-06 00:00:00,10.0,DM,,,PERM,K
023d6276-432,SCH6,b6904a3e,116,1894832b,2024-Oct-13 00:00:00,10.0,DM,,,FIXD,K
0324d37b-e67,SCH8,768bb540,117,9ab7f1cd,2024-Oct-24 00:00:00,10.0,DB,DM,BU,FIXD,
0324d37b-e67,SCH8,4dcfdd99,118,9ab7f1cd,2024-Nov-29 00:00:00,10.0,PA,DA,PP,FIXD,
0324d37b-e67,SCH8,d312693a,119,9ab7f1cd,2024-Oct-14 00:00:00,10.0,PA,VA,,FIXD,
0324d37b-e67,SCH8,0b4a2b2f,120,9ab7f1cd,2024-Oct-07 00:00:00,10.0,BU,,,FIXD,
0324d37b-e67,SCH8,fa4e066e,121,9ab7f1cd,2024-Nov-07 00:00:00,10.0,VA,,,FIXD,
0324d37b-e67,SCH8,f788028a,122,9ab7f1cd,2024-Sep-03 00:00:00,10.0,OT,,,LNCH,
0324d37b-e67,SCH8,1b9c573a,123,9ab7f1cd,2024-Nov-18 00:00:00,10.0,SM,,,PERM,
0324d37b-e67,SCH8,e0719ff8,124,9ab7f1cd,2024-Oct-28 00:00:00,10.0,RA,,,PERM,
0328b124-b96,SCH3,78efd337,125,7397f8bf,2024-Nov-30 00:00:00,10.0,DA,DA,,FIXD,
0328b124-b96,SCH3,a46ce5a1,126,7397f8bf,2024-Sep-30 00:00:00,10.0,PP,,,FIXD,
0328b124-b96,SCH3,f221dd94,127,7397f8bf,2024-Sep-13 00:00:00,10.0,VA,,,PERM,
0328b124-b96,SCH3,40273644,128,7397f8bf,2024-Nov-11 00:00:00,10.0,PA,,,FIXD,
0328b124-b96,SCH3,17d157ec,129,7397f8bf,2024-Nov-25 00:00:00,10.0,BU,,,PERM,
0328b124-b96,SCH3,656a3d12,130,7397f8bf,2024-Oct-12 00:00:00,10.0,VP,,VA,FIXD,
0328b124-b96,SCH3,1f544408,131,7397f8bf,2024-Oct-07 00:00:00,10.0,DB,,,PERM,
0328b124-b96,SCH3,d2a00e02,132,7397f8bf,2024-Oct-20 00:00:00,10.0,PP,,,PERM,
0328b124-b96,SCH3,06c990cd,133,7397f8bf,2024-Sep-29 00:00:00,10.0,DA,,,LNCH,
0328b124-b96,SCH3,23bc2a7e,134,7397f8bf,2024-Sep-18 00:00:00,10.0,PP,TH,,PERM,
035cbfb4-b5d,SCH7,4b5f98db,135,3a917340,2024-Nov-18 00:00:00,10.0,VA,SM,,FIXD,P
03d32e11-910,SCH5,110532c3,136,b2dde163,2024-Dec-19 00:00:00,10.0,PP,,,FIXD,N
03d32e11-910,SCH5,40d37bca,137,b2dde163,2024-Nov-25 00:00:00,10.0,SM,,,LNCH,N
03d32e11-910,SCH5,fb5bf85c,138,b2dde163,2024-Oct-19 00:00:00,10.0,SM,,,LNCH,N
03d32e11-910,SCH5,3c7d52a9,139,b2dde163,2024-Dec-18 00:00:00,10.0,VA,PA,,PERM,N
043bd800-c91,SCH4,196326be,140,d9d3c21a,2024-Sep-24 00:00:00,10.0,SM,,,FIXD,A
043bd800-c91,SCH4,492d4ded,141,d9d3c21a,2024-Sep-03 00:00:00,10.0,RA,,,PERM,A
043bd800-c91,SCH4,3f01bc0d,142,d9d3c21a,2024-Sep-21 00:00:00,10.0,PA,PA,,LNCH,A
04bb73ba-706,SCH4,04efd184,143,b4e7d588,2024-Oct-01 00:00:00,10.0,VA,,,PERM,S
05b4bce8-96c,SCH7,8e462e35,144,552574bf,2024-Nov-02 00:00:00,10.0,DB,,,FIXD,
05b4bce8-96c,SCH7,b7e1b88a,145,552574bf,2024-Nov-30 00:00:00,10.0,OT,,,PERM,
05b4bce8-96c,SCH7,cd6c787f,146,552574bf,2024-Nov-13 00:00:00,10.0,BU,,,FIXD,
05f0599a-181,SCH3,ecc622e6,147,c2afa363,2024-Nov-10 00:00:00,10.0,DM,,,FIXD,N
05f0599a-181,SCH3,74e85dee,148,c2afa363,2024-Oct-08 00:00:00,10.0,BU,,,PERM,N
05f0599a-181,SCH3,cd30172d,149,c2afa363,2024-Sep-16 00:00:00,10.0,RA,,,FIXD,N
05f0599a-181,SCH3,61471011,150,c2afa363,2024-Nov-28 00:00:00,10.0,VA,,,FIXD,N
05f0599a-181,SCH3,d39ef75c,151,c2afa363,2024-Nov-06 00:00:00,10.0,BU,,,PERM,N
05f0599a-181,SCH3,a43d5b6b,152,c2afa363,2024-Oct-19 00:00:00,10.0,DA,VP,,FIXD,N
05f0599a-181,SCH3,be695eb9,153,c2afa363,2024-Dec-11 00:00:00,10.0,PA,,,PERM,N
05f0599a-181,SCH3,39ff40d1,154,c2afa363,2024-Sep-05 00:00:00,10.0,PA,RA,DA,LNCH,N
05f0599a-181,SCH3,e7f21aeb,155,c2afa363,2024-Sep-30 00:00:00,10.0,BU,,,LNCH,N
05f0599a-181,SCH3,bbd3f0e5,156,c2afa363,2024-Nov-14 00:00:00,10.0,SM,,,PERM,N
05f730ba-0e1,SCH6,437de57d,157,26f699f6,2024-Sep-15 00:00:00,10.0,BU,BU,,LNCH,E
05f730ba-0e1,SCH6,4b75b7ef,158,26f699f6,2024-Sep-03 00:00:00,10.0,PA,,,PERM,E
05f730ba-0e1,SCH6,566c5fcc,159,26f699f6,2024-Dec-08 00:00:00,10.0,PP,PA,,FIXD,E
05f730ba-0e1,SCH6,8f0caad3,160,26f699f6,2024-Oct-12 00:00:00,10.0,BU,,,PERM,E
05f730ba-0e1,SCH6,5605fae3,161,26f699f6,2024-Dec-05 00:00:00,10.0,PP,,,FIXD,E
05f730ba-0e1,SCH6,aaa79bb7,162,26f699f6,2024-Sep-27 00:00:00,10.0,VP,DM,,FIXD,E
05f730ba-0e1,SCH6,59afc799,163,26f699f6,2024-Sep-08 00:00:00,10.0,DA,,,PERM,E
05f730ba-0e1,SCH6,1b176943,164,26f699f6,2024-Nov-21 00:00:00,10.0,RA,,,PERM,E
05f730ba-0e1,SCH6,9a6df87f,165,26f699f6,2024-Oct-08 00:00:00,10.0,OT,VP,,FIXD,E
06150da5-9b5,SCH3,75421f4f,166,21a56e6b,2024-Dec-02 00:00:00,10.0,OT,,,PERM,
063b442f-cdf,SCH1,8829e144,167,e16607c3,2024-Sep-20 00:00:00,10.0,BU,DA,,FIXD,
063b442f-cdf,SCH1,e8f65ba6,168,e16607c3,2024-Nov-04 00:00:00,10.0,DB,PA,,LNCH,
063b442f-cdf,SCH1,cf8bdaec,169,e16607c3,2024-Oct-11 00:00:00,10.0,PA,,,PERM,
063b442f-cdf,SCH1,a7bf2ef9,170,e16607c3,2024-Nov-29 00:00:00,10.0,PA,,,FIXD,
063b442f-cdf,SCH1,3ed83a73,171,e16607c3,2024-Nov-17 00:00:00,10.0,PP,,,PERM,
063b442f-cdf,SCH1,515c9c13,172,e16607c3,2024-Oct-16 00:00:00,10.0,PP,,,LNCH,
063b442f-cdf,SCH1,f86135bf,173,e16607c3,2024-Sep-18 00:00:00,10.0,PP,,,FIXD,
063e1257-286,SCH8,2876ab25,174,f37dfb95,2024-Sep-01 00:00:00,10.0,BU,DM,,FIXD,
06a3ff80-ac6,SCH7,c4063f33,175,5ffdc3fa,2024-Sep-14 00:00:00,10.0,PP,BU,,PERM,
06a3ff80-ac6,SCH7,f97fc1c9,176,5ffdc3fa,2024-Sep-18 00:00:00,10.0,VP,,,LNCH,
06a3ff80-ac6,SCH7,a7adf1ca,177,5ffdc3fa,2024-Nov-14 00:00:00,10.0,DM,,,FIXD,
06a3ff80-ac6,SCH7,59af5a21,178,5ffdc3fa,2024-Sep-17 00:00:00,10.0,PP,PP,,FIXD,
06a3ff80-ac6,SCH7,e951cd93,179,5ffdc3fa,2024-Nov-10 00:00:00,10.0,OT,,,FIXD,
06a3ff80-ac6,SCH7,664ed5ce,180,5ffdc3fa,2024-Dec-12 00:00:00,10.0,PP,OT,,FIXD,
06a3ff80-ac6,SCH7,6f098598,181,5ffdc3fa,2024-Oct-22 00:00:00,10.0,DA,,,FIXD,
06a3ff80-ac6,SCH7,141f3fdf,182,5ffdc3fa,2024-Oct-06 00:00:00,10.0,VP,,,LNCH,
06a3ff80-ac6,SCH7,8e45332d,183,5ffdc3fa,2024-Nov-01 00:00:00,10.0,DA,,,FIXD,
06a3ff80-ac6,SCH7,3d27bcca,184,5ffdc3fa,2024-Oct-09 00:00:00,10.0,DM,,,FIXD,
06a430c2-8e6,SCH3,e0f0262f,185,cb3efd64,2024-Oct-01 00:00:00,10.0,DM,,,FIXD,P
06a430c2-8e6,SCH3,590363bb,186,cb3efd64,2024-Sep-11 00:00:00,10.0,RA,,,PERM,P
06a430c2-8e6,SCH3,00717aca,187,cb3efd64,2024-Oct-14 00:00:00,10.0,DB,PA,,PERM,P
06a430c2-8e6,SCH3,7a3ed3e8,188,cb3efd64,2024-Dec-15 00:00:00,10.0,RA,,,PERM,P
06a430c2-8e6,SCH3,fdf9cc04,189,cb3efd64,2024-Dec-14 00:00:00,10.0,PA,DM,,PERM,P
06a430c2-8e6,SCH3,71f0be15,190,cb3efd64,2024-Sep-25 00:00:00,10.0,PP,PA,,PERM,P
06a430c2-8e6,SCH3,130436de,191,cb3efd64,2024-Nov-14 00:00:00,10.0,DB,,,PERM,P
06a430c2-8e6,SCH3,aa484e8b,192,cb3efd64,2024-Sep-01 00:00:00,10.0,DM,,,FIXD,P
06a430c2-8e6,SCH3,d95eafa7,193,cb3efd64,2024-Sep-22 00:00:00,10.0,VA,TH,,PERM,P
06a430c2-8e6,SCH3,1d1fcf59,194,cb3efd64,2024-Sep-28 00:00:00,10.0,VP,,,FIXD,P
06be70d0-a10,SCH8,965ba23a,195,8551d5b9,2024-Oct-23 00:00:00,10.0,TH,PP,,LNCH,
06be70d0-a10,SCH8,4f8c1916,196,8551d5b9,2024-Dec-02 00:00:00,10.0,RA,,,LNCH,
06be70d0-a10,SCH8,0ccbe513,197,8551d5b9,2024-Sep-09 00:00:00,10.0,PP,,,PERM,
06be70d0-a10,SCH8,00e1b4a5,198,8551d5b9,2024-Nov-27 00:00:00,10.0,PA,,,FIXD,
06be70d0-a10,SCH8,8f0de37c,199,8551d5b9,2024-Nov-07 00:00:00,10.0,PP,,,PERM,
06cffad4-81e,SCH6,390ac8fb,200,3b39f37c,2024-Nov-10 00:00:00,10.0,SM,,,PERM,
06ea8e2c-891,SCH3,ff6f93c0,201,b727492e,2024-Oct-06 00:00:00,10.0,PA,,,LNCH,E
06ea8e2c-891,SCH3,0afac440,202,b727492e,2024-Nov-05 00:00:00,10.0,VP,,,FIXD,E
06ea8e2c-891,SCH3,bf166c4a,203,b727492e,2024-Sep-02 00:00:00,10.0,RA,PP,,PERM,E
06ea8e2c-891,SCH3,7cde3cbc,204,b727492e,2024-Sep-30 00:00:00,10.0,BU,,,PERM,E
0710bc60-057,SCH4,e6ba6d6e,205,3ffdbbd8,2024-Oct-12 00:00:00,10.0,SM,,RA,PERM,
0710bc60-057,SCH4,cd779f96,206,3ffdbbd8,2024-Nov-19 00:00:00,10.0,PA,VA,,FIXD,
0710bc60-057,SCH4,f001eebb,207,3ffdbbd8,2024-Nov-15 00:00:00,10.0,OT,,,LNCH,
0710bc60-057,SCH4,2d6930b7,208,3ffdbbd8,2024-Nov-03 00:00:00,10.0,DB,,,PERM,
0710bc60-057,SCH4,d086f0ed,209,3ffdbbd8,2024-Oct-05 00:00:00,10.0,PP,RA,,LNCH,
07267a43-f5a,SCH7,6e28f1a4,210,3ddedb29,2024-Sep-21 00:00:00,10.0,SM,PP,,PERM,
07267a43-f5a,SCH7,7c6e02e6,211,3ddedb29,2024-Sep-30 00:00:00,10.0,PA,,,FIXD,
07267a43-f5a,SCH7,99d60c32,212,3ddedb29,2024-Sep-02 00:00:00,10.0,VP,PP,,PERM,
07267a43-f5a,SCH7,0ad02e4c,213,3ddedb29,2024-Dec-19 00:00:00,10.0,RA,,,FIXD,
0747c50a-ae3,SCH2,bc86af26,214,be132497,2024-Oct-31 00:00:00,10.0,VA,DM,,PERM,S
0747c50a-ae3,SCH2,b857cff6,215,be132497,2024-Sep-11 00:00:00,10.0,DA,,,PERM,S
0747c50a-ae3,SCH2,04c0b767,216,be132497,2024-Oct-11 00:00:00,10.0,OT,RA,,PERM,S
0747c50a-ae3,SCH2,63ac8444,217,be132497,2024-Dec-11 00:00:00,10.0,SM,,,FIXD,S
0747c50a-ae3,SCH2,497397e0,218,be132497,2024-Dec-07 00:00:00,10.0,PP,,,LNCH,S
0747c50a-ae3,SCH2,5874212a,219,be132497,2024-Sep-22 00:00:00,10.0,DB,,,PERM,S
0747c50a-ae3,SCH2,72da5867,220,be132497,2024-Sep-07 00:00:00,10.0,RA,,DM,PERM,S
0747c50a-ae3,SCH2,2c35ddf4,221,be132497,2024-Nov-16 00:00:00,10.0,RA,,,PERM,S
0747c50a-ae3,SCH2,4aaab97a,222,be132497,2024-Sep-09 00:00:00,10.0,TH,,,PERM,S
0747c50a-ae3,SCH2,56150f23,223,be132497,2024-Dec-04 00:00:00,10.0,BU,OT,,FIXD,S
074b4b3d-e64,SCH4,e5cde7bc,224,611fc948,2024-Sep-01 00:00:00,10.0,PP,,,FIXD,S
074b4b3d-e64,SCH4,ded0451d,225,611fc948,2024-Nov-29 00:00:00,10.0,DA,TH,,FIXD,S
074b4b3d-e64,SCH4,0bfc0bf2,226,611fc948,2024-Dec-06 00:00:00,10.0,DA,,,PERM,S
074b4b3d-e64,SCH4,c618cc5f,227,611fc948,2024-Oct-26 00:00:00,10.0,VA,,,FIXD,S
074b4b3d-e64,SCH4,bd76f9d1,228,611fc948,2024-Nov-10 00:00:00,10.0,DM,,,PERM,S
0796d650-a70,SCH5,69f2a96e,229,dcd093f9,2024-Sep-27 00:00:00,10.0,RA,TH,,FIXD,
07cc9eed-967,SCH1,1f246099,230,b0613720,2024-Nov-04 00:00:00,10.0,RA,,VA,LNCH,
