pupilnolongeronrolltableid,NativeId,termlyexclusionsoffrolltableid,termlyexclusionsoffrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
592c7b63-67a,SCH5,b458200e,104,551a02aa,2024-Oct-06 00:00:00,10.0,PA,,,FIXD,
592c7b63-67a,SCH5,7c8df943,105,551a02aa,2024-Sep-13 00:00:00,10.0,DB,SM,,FIXD,
592c7b63-67a,SCH5,abdee421,106,551a02aa,2024-Dec-14 00:00:00,10.0,MT,,,LNCH,
592c7b63-67a,SCH5,a418c95b,107,551a02aa,2024-Nov-10 00:00:00,10.0,DA,BU,,LNCH,
5b9df564-b4b,SCH5,ef4ed196,108,050c0cf5,2024-Oct-02 00:00:00,10.0,RA,,BU,FIXD,
5b9df564-b4b,SCH5,871d22e5,109,050c0cf5,2024-Nov-28 00:00:00,10.0,DM,DA,,LNCH,
5b9df564-b4b,SCH5,6d0534d7,110,050c0cf5,2024-Dec-09 00:00:00,10.0,PP,,,FIXD,A
5b9df564-b4b,SCH5,89da2aa6,111,050c0cf5,2024-Sep-03 00:00:00,10.0,PP,,,FIXD,
5b9df564-b4b,SCH5,75cc5dce,112,050c0cf5,2024-Nov-05 00:00:00,10.0,BU,PP,VA,PERM,
5b9df564-b4b,SCH5,2f6b4663,113,050c0cf5,2024-Oct-09 00:00:00,10.0,BU,,,LNCH,
5b9df564-b4b,SCH5,d80c308f,114,050c0cf5,2024-Oct-21 00:00:00,10.0,PP,,,PERM,E
6b0c139a-300,SCH2,e92156dd,115,92970826,2024-Oct-31 00:00:00,10.0,VA,,,PERM,E
6b0c139a-300,SCH2,eb4d7635,116,92970826,2024-Nov-14 00:00:00,10.0,MT,,,LNCH,
6b0c139a-300,SCH2,59ba6743,117,92970826,2024-Sep-21 00:00:00,10.0,PP,RA,,FIXD,
6b0c139a-300,SCH2,eec7fc44,118,92970826,2024-Dec-11 00:00:00,10.0,PP,,,FIXD,A
6b0c139a-300,SCH2,95566222,119,92970826,2024-Oct-18 00:00:00,10.0,MT,,,LNCH,E
6b0c139a-300,SCH2,2897ccab,120,92970826,2024-Nov-30 00:00:00,10.0,TH,,,FIXD,
6b0c139a-300,SCH2,d9157b25,121,92970826,2024-Dec-10 00:00:00,10.0,VA,,,LNCH,
6b0c139a-300,SCH2,1769420f,122,92970826,2024-Nov-19 00:00:00,10.0,MT,,,PERM,E
6e4a4ea0-311,SCH3,ff5d58f1,123,243d3c82,2024-Sep-26 00:00:00,10.0,RA,,,PERM,
7a32ac97-744,SCH2,0511b3ac,124,507af273,2024-Sep-27 00:00:00,10.0,SM,,,PERM,N
7a32ac97-744,SCH2,297206db,125,507af273,2024-Nov-21 00:00:00,10.0,TH,DM,,PERM,N
7a32ac97-744,SCH2,8216e6cd,126,507af273,2024-Nov-18 00:00:00,10.0,DB,,,PERM,
7a32ac97-744,SCH2,7e219cb9,127,507af273,2024-Oct-30 00:00:00,10.0,VA,,,FIXD,E
7a32ac97-744,SCH2,307111ed,128,507af273,2024-Nov-11 00:00:00,10.0,SM,DA,,LNCH,
7ac77376-f07,SCH7,8d9397dd,129,ad3a9ffd,2024-Dec-08 00:00:00,10.0,VP,,,PERM,
7ac77376-f07,SCH7,969c323a,130,ad3a9ffd,2024-Nov-22 00:00:00,10.0,VA,PP,,FIXD,
7ac77376-f07,SCH7,f16e2818,131,ad3a9ffd,2024-Dec-08 00:00:00,10.0,VP,VA,,FIXD,E
7ac77376-f07,SCH7,b37d3499,132,ad3a9ffd,2024-Nov-27 00:00:00,10.0,TH,RA,,FIXD,K
7ac77376-f07,SCH7,2ebd7c87,133,ad3a9ffd,2024-Oct-02 00:00:00,10.0,PA,,,LNCH,S
7ac77376-f07,SCH7,611bab08,134,ad3a9ffd,2024-Nov-26 00:00:00,10.0,DA,,,FIXD,
7ac77376-f07,SCH7,e7e34320,135,ad3a9ffd,2024-Sep-02 00:00:00,10.0,TH,,,FIXD,S
7b340756-b25,SCH7,c88b90a0,136,8c14b3c2,2024-Sep-08 00:00:00,10.0,VA,,,FIXD,N
7b340756-b25,SCH7,d0712185,137,8c14b3c2,2024-Oct-30 00:00:00,10.0,SM,,,PERM,
7b340756-b25,SCH7,b4afcedf,138,8c14b3c2,2024-Oct-30 00:00:00,10.0,BU,,,FIXD,
7f7b5a7f-a96,SCH6,622194eb,139,c479862c,2024-Sep-12 00:00:00,10.0,VA,,MT,PERM,
7f7b5a7f-a96,SCH6,8e2661c5,140,c479862c,2024-Oct-08 00:00:00,10.0,PP,,,PERM,
7f7b5a7f-a96,SCH6,f05d2517,141,c479862c,2024-Oct-08 00:00:00,10.0,PP,RA,,PERM,
7f7b5a7f-a96,SCH6,38955701,142,c479862c,2024-Oct-19 00:00:00,10.0,VP,,,FIXD,
7f7b5a7f-a96,SCH6,a149b0b7,143,c479862c,2024-Dec-01 00:00:00,10.0,MT,,,FIXD,
7f7b5a7f-a96,SCH6,73ae1428,144,c479862c,2024-Nov-25 00:00:00,10.0,DB,,,FIXD,A
7f7b5a7f-a96,SCH6,a82485aa,145,c479862c,2024-Dec-01 00:00:00,10.0,DA,,,FIXD,P
858b40e6-aea,SCH1,dfa0f9e1,146,2abdab9f,2024-Dec-02 00:00:00,10.0,RA,PA,,PERM,N
858b40e6-aea,SCH1,7869e19f,147,2abdab9f,2024-Sep-22 00:00:00,10.0,VA,,,PERM,N
858b40e6-aea,SCH1,8f0303a1,148,2abdab9f,2024-Oct-29 00:00:00,10.0,PP,,,FIXD,
858b40e6-aea,SCH1,8aa6c284,149,2abdab9f,2024-Sep-09 00:00:00,10.0,RA,,,FIXD,K
87d147b6-35b,SCH1,af885c96,150,965c1722,2024-Nov-15 00:00:00,10.0,BU,,,FIXD,N
87d147b6-35b,SCH1,3524d06f,151,965c1722,2024-Dec-17 00:00:00,10.0,TH,,,LNCH,
87d147b6-35b,SCH1,640657d9,152,965c1722,2024-Dec-02 00:00:00,10.0,MT,,,PERM,
87d147b6-35b,SCH1,09444891,153,965c1722,2024-Nov-27 00:00:00,10.0,TH,,,LNCH,
87d147b6-35b,SCH1,53fe7ad9,154,965c1722,2024-Sep-11 00:00:00,10.0,RA,,,FIXD,
87d147b6-35b,SCH1,5d9718d0,155,965c1722,2024-Nov-21 00:00:00,10.0,VA,,,LNCH,
87d147b6-35b,SCH1,597b1542,156,965c1722,2024-Sep-10 00:00:00,10.0,DB,,,FIXD,
87d147b6-35b,SCH1,8d156227,157,965c1722,2024-Oct-13 00:00:00,10.0,BU,,,LNCH,
87d147b6-35b,SCH1,78fa4dcb,158,965c1722,2024-Oct-22 00:00:00,10.0,VA,VP,,FIXD,
87d147b6-35b,SCH1,383b0124,159,965c1722,2024-Nov-12 00:00:00,10.0,DB,,,PERM,
8916bfec-ac8,SCH3,1abe3c31,160,8e348a60,2024-Nov-07 00:00:00,10.0,VA,DB,,PERM,S
8916bfec-ac8,SCH3,12d377cf,161,8e348a60,2024-Dec-14 00:00:00,10.0,PP,,,LNCH,N
8916bfec-ac8,SCH3,a61cec0f,162,8e348a60,2024-Nov-01 00:00:00,10.0,BU,,,PERM,P
8916bfec-ac8,SCH3,e464d2fa,163,8e348a60,2024-Nov-25 00:00:00,10.0,PA,,,PERM,
8c3b504d-682,SCH4,e85095a0,164,fe592042,2024-Sep-13 00:00:00,10.0,PP,,,LNCH,E
8ce2775b-5f4,SCH7,6ccd83c6,165,59e86fcf,2024-Dec-18 00:00:00,10.0,VA,,,LNCH,
8ce2775b-5f4,SCH7,9ad94332,166,59e86fcf,2024-Sep-16 00:00:00,10.0,TH,,,PERM,
8ce2775b-5f4,SCH7,059a8a9e,167,59e86fcf,2024-Oct-26 00:00:00,10.0,VA,SM,,PERM,S
8ce2775b-5f4,SCH7,9af26149,168,59e86fcf,2024-Oct-21 00:00:00,10.0,PP,,,FIXD,S
8ce2775b-5f4,SCH7,ae78643f,169,59e86fcf,2024-Oct-12 00:00:00,10.0,VP,SM,,PERM,
8ce2775b-5f4,SCH7,50460bf1,170,59e86fcf,2024-Nov-15 00:00:00,10.0,PP,,,PERM,
910c08b1-2d5,SCH7,6f7a8413,171,339ebb22,2024-Nov-29 00:00:00,10.0,MT,,,FIXD,
910c08b1-2d5,SCH7,92f83bdb,172,339ebb22,2024-Sep-26 00:00:00,10.0,SM,PP,,FIXD,S
910c08b1-2d5,SCH7,883b8a24,173,339ebb22,2024-Sep-28 00:00:00,10.0,VP,,,LNCH,K
910c08b1-2d5,SCH7,9b00ea8b,174,339ebb22,2024-Dec-16 00:00:00,10.0,VP,,,FIXD,P
910c08b1-2d5,SCH7,1afe87ac,175,339ebb22,2024-Oct-27 00:00:00,10.0,MT,,,FIXD,A
910c08b1-2d5,SCH7,887654e2,176,339ebb22,2024-Nov-16 00:00:00,10.0,PP,DB,,FIXD,K
923cebd2-7e0,SCH2,2b9d48d9,177,0d99df07,2024-Oct-07 00:00:00,10.0,RA,MT,,PERM,S
923cebd2-7e0,SCH2,c99dde6d,178,0d99df07,2024-Oct-27 00:00:00,10.0,PP,PP,,LNCH,K
923cebd2-7e0,SCH2,fe69bdb4,179,0d99df07,2024-Oct-13 00:00:00,10.0,PA,,,LNCH,K
923cebd2-7e0,SCH2,89fe9315,180,0d99df07,2024-Oct-31 00:00:00,10.0,PP,,,PERM,E
9e2fb9c7-6d5,SCH8,f22a577f,181,f8da3dc3,2024-Oct-01 00:00:00,10.0,DM,,,PERM,
9e2fb9c7-6d5,SCH8,b99f8985,182,f8da3dc3,2024-Nov-21 00:00:00,10.0,PP,,,PERM,
9e2fb9c7-6d5,SCH8,f962798b,183,f8da3dc3,2024-Nov-16 00:00:00,10.0,DB,PA,,FIXD,
9e2fb9c7-6d5,SCH8,3ab971ab,184,f8da3dc3,2024-Nov-21 00:00:00,10.0,PA,,,FIXD,E
9e2fb9c7-6d5,SCH8,731df4bc,185,f8da3dc3,2024-Oct-08 00:00:00,10.0,RA,,,LNCH,E
9e2fb9c7-6d5,SCH8,c1c2873a,186,f8da3dc3,2024-Dec-02 00:00:00,10.0,RA,,,FIXD,
a0e5cbf7-a8f,SCH6,09adb403,187,8f97f52f,2024-Oct-05 00:00:00,10.0,RA,,,FIXD,K
a0e5cbf7-a8f,SCH6,ddea022a,188,8f97f52f,2024-Sep-26 00:00:00,10.0,VA,,,FIXD,E
a0e5cbf7-a8f,SCH6,d82ed0a1,189,8f97f52f,2024-Dec-03 00:00:00,10.0,PP,PP,,PERM,S
a0e5cbf7-a8f,SCH6,c018b8c9,190,8f97f52f,2024-Sep-16 00:00:00,10.0,DM,,,PERM,
a0e5cbf7-a8f,SCH6,d414f353,191,8f97f52f,2024-Dec-02 00:00:00,10.0,VP,,,PERM,N
a0e5cbf7-a8f,SCH6,e022cabc,192,8f97f52f,2024-Nov-05 00:00:00,10.0,SM,,,PERM,K
a0e5cbf7-a8f,SCH6,a4070cb4,193,8f97f52f,2024-Oct-05 00:00:00,10.0,TH,,,PERM,
aa1253b2-a8f,SCH8,d7351d31,194,572b6a46,2024-Dec-16 00:00:00,10.0,RA,PP,,PERM,S
aa1253b2-a8f,SCH8,7ba82fbc,195,572b6a46,2024-Sep-06 00:00:00,10.0,PA,,,FIXD,
aa1253b2-a8f,SCH8,1102abd5,196,572b6a46,2024-Sep-03 00:00:00,10.0,VP,,,FIXD,
ae38e996-6ee,SCH8,559a898a,197,be58877c,2024-Nov-28 00:00:00,10.0,DB,,,LNCH,
aed87bfe-a39,SCH4,8c71df5c,198,e6959f4c,2024-Sep-20 00:00:00,10.0,DB,,SM,PERM,E
aed87bfe-a39,SCH4,1b06cbf4,199,e6959f4c,2024-Dec-15 00:00:00,10.0,DM,,BU,PERM,
aed87bfe-a39,SCH4,4e65522f,200,e6959f4c,2024-Nov-30 00:00:00,10.0,VP,,DA,FIXD,N
aed87bfe-a39,SCH4,dacc061d,201,e6959f4c,2024-Sep-10 00:00:00,10.0,PA,,PA,FIXD,S
b90f55ef-f92,SCH6,981f139a,202,b0697812,2024-Oct-14 00:00:00,10.0,DA,,,PERM,
b90f55ef-f92,SCH6,4ca50e31,203,b0697812,2024-Sep-13 00:00:00,10.0,SM,BU,,PERM,
b90f55ef-f92,SCH6,89dec180,204,b0697812,2024-Oct-30 00:00:00,10.0,SM,,,PERM,S
b90f55ef-f92,SCH6,d8b35a32,205,b0697812,2024-Nov-29 00:00:00,10.0,MT,,,PERM,S
b90f55ef-f92,SCH6,574b1eb9,206,b0697812,2024-Oct-19 00:00:00,10.0,VP,,,FIXD,A
b90f55ef-f92,SCH6,2177499d,207,b0697812,2024-Oct-06 00:00:00,10.0,RA,RA,,FIXD,S
b90f55ef-f92,SCH6,3629d6f8,208,b0697812,2024-Nov-08 00:00:00,10.0,PP,,,FIXD,K
b90f55ef-f92,SCH6,6f9cf531,209,b0697812,2024-Nov-17 00:00:00,10.0,BU,,,PERM,
b90f55ef-f92,SCH6,8a189006,210,b0697812,2024-Oct-14 00:00:00,10.0,PA,,,PERM,E
c0208c94-906,SCH3,f47856c1,211,f215e74e,2024-Nov-25 00:00:00,10.0,MT,,,PERM,E
c0208c94-906,SCH3,db9eaec8,212,f215e74e,2024-Nov-08 00:00:00,10.0,MT,,,PERM,
c0208c94-906,SCH3,7b43edd9,213,f215e74e,2024-Oct-28 00:00:00,10.0,BU,,,FIXD,
c3f3d4a8-052,SCH4,9d7a22d1,214,1e994abf,2024-Oct-02 00:00:00,10.0,DB,,,LNCH,
c3f3d4a8-052,SCH4,3772f5d2,215,1e994abf,2024-Nov-02 00:00:00,10.0,PP,,,FIXD,
c3f3d4a8-052,SCH4,03312246,216,1e994abf,2024-Dec-01 00:00:00,10.0,PA,PP,,PERM,E
c3f3d4a8-052,SCH4,a49b8c3c,217,1e994abf,2024-Nov-12 00:00:00,10.0,DM,DA,,PERM,E
c3f3d4a8-052,SCH4,574e1369,218,1e994abf,2024-Oct-11 00:00:00,10.0,RA,RA,,FIXD,N
cbc4ca16-1cc,SCH1,78f8fc5e,219,888abb34,2024-Oct-25 00:00:00,10.0,PA,,,FIXD,
cbc4ca16-1cc,SCH1,a19765ba,220,888abb34,2024-Sep-29 00:00:00,10.0,VP,,,PERM,K
cbc4ca16-1cc,SCH1,970060fc,221,888abb34,2024-Oct-06 00:00:00,10.0,RA,,,PERM,
cbfc90b2-e20,SCH4,d8f8ad11,222,b8579fc4,2024-Nov-11 00:00:00,10.0,VP,VP,,FIXD,E
cbfc90b2-e20,SCH4,388ab14a,223,b8579fc4,2024-Sep-06 00:00:00,10.0,VP,,,LNCH,
cbfc90b2-e20,SCH4,8393bf75,224,b8579fc4,2024-Nov-11 00:00:00,10.0,BU,,RA,FIXD,A
cbfc90b2-e20,SCH4,241f7641,225,b8579fc4,2024-Sep-28 00:00:00,10.0,SM,,,LNCH,K
cbfc90b2-e20,SCH4,a2f937d9,226,b8579fc4,2024-Nov-01 00:00:00,10.0,RA,VP,,PERM,E
cbfc90b2-e20,SCH4,37490864,227,b8579fc4,2024-Sep-06 00:00:00,10.0,PP,,,LNCH,E
cf444d77-219,SCH2,3fff411e,228,5177cac0,2024-Nov-28 00:00:00,10.0,PA,,,FIXD,N
cf444d77-219,SCH2,30a2fd30,229,5177cac0,2024-Sep-01 00:00:00,10.0,PP,,,LNCH,
