pupilonrolltableid,NativeId,termlyexclusionsonrolltableid,termlyexclusionsonrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
02af3d49-289,SCH2,a8cf04af,63,d08bd0a7,2025-Jan-29 00:00:00,10.0,SM,,,FIXD,S
02e79cdb-4e4,SCH6,6647052e,64,aa4d52df,2025-Feb-02 00:00:00,10.0,DM,VA,,PERM,S
031d062d-c54,SCH7,262194ea,65,ba382e9e,2025-Feb-14 00:00:00,10.0,DM,,,PERM,K
031d062d-c54,SCH7,9c5ed925,66,ba382e9e,2025-Feb-02 00:00:00,10.0,RA,BU,,PERM,K
031d062d-c54,SCH7,f0f9030b,67,ba382e9e,2025-Mar-05 00:00:00,10.0,VA,,,PERM,K
031d062d-c54,SCH7,c135fa8d,68,ba382e9e,2025-Feb-03 00:00:00,10.0,VA,,,LNCH,K
031d062d-c54,SCH7,4953f9f8,69,ba382e9e,2025-Mar-20 00:00:00,10.0,SM,DA,,LNCH,K
0324d37b-e67,SCH8,94d6fade,70,601faf49,2025-Mar-18 00:00:00,10.0,PP,,,FIXD,
0324d37b-e67,SCH8,2735a176,71,601faf49,2025-Jan-21 00:00:00,10.0,PP,,,FIXD,
0324d37b-e67,SCH8,f825f573,72,601faf49,2025-Jan-30 00:00:00,10.0,BU,,,LNCH,
0324d37b-e67,SCH8,97fab91f,73,601faf49,2025-Feb-21 00:00:00,10.0,RA,,,FIXD,
0365b3e3-d3d,SCH4,fd48b3fb,74,9f0de3a1,2025-Feb-17 00:00:00,10.0,DA,VP,,PERM,S
0365b3e3-d3d,SCH4,d1523393,75,9f0de3a1,2025-Feb-05 00:00:00,10.0,TH,,,FIXD,S
03d764f9-164,SCH7,b7b59006,76,fdbe744c,2025-Mar-14 00:00:00,10.0,DA,,,PERM,
04524f09-7e5,SCH5,2fea7307,77,66e0e8fd,2025-Feb-25 00:00:00,10.0,PA,,,FIXD,
048800ae-315,SCH2,9743a8af,78,efed3127,2025-Apr-04 00:00:00,10.0,VA,VA,,FIXD,
048800ae-315,SCH2,1adfb8b5,79,efed3127,2025-Mar-25 00:00:00,10.0,SM,SM,,FIXD,
048800ae-315,SCH2,8213f348,80,efed3127,2025-Jan-19 00:00:00,10.0,VP,,,PERM,
048800ae-315,SCH2,8d3f0af2,81,efed3127,2025-Feb-16 00:00:00,10.0,VA,,,FIXD,
048800ae-315,SCH2,7c2aa17b,82,efed3127,2025-Mar-16 00:00:00,10.0,SM,DM,,FIXD,
048800ae-315,SCH2,3c9e2507,83,efed3127,2025-Feb-12 00:00:00,10.0,TH,,,PERM,
048800ae-315,SCH2,cb14aceb,84,efed3127,2025-Jan-15 00:00:00,10.0,RA,,,FIXD,
048800ae-315,SCH2,4da3aa76,85,efed3127,2025-Feb-13 00:00:00,10.0,PP,,,LNCH,
048800ae-315,SCH2,33163ab5,86,efed3127,2025-Feb-23 00:00:00,10.0,DM,,,LNCH,
048800ae-315,SCH2,568a5a77,87,efed3127,2025-Feb-05 00:00:00,10.0,PP,,,FIXD,
048f7f6e-127,SCH2,83f50adc,88,ced23f1a,2025-Mar-23 00:00:00,10.0,DM,,,PERM,N
048f7f6e-127,SCH2,f4f415e6,89,ced23f1a,2025-Apr-04 00:00:00,10.0,SM,,,FIXD,N
04bb73ba-706,SCH4,6925142c,90,391776f1,2025-Mar-06 00:00:00,10.0,OT,VP,,LNCH,E
04bb73ba-706,SCH4,577a2f1c,91,391776f1,2025-Apr-04 00:00:00,10.0,DB,,,PERM,E
04bb73ba-706,SCH4,8f7ff2f5,92,391776f1,2025-Feb-03 00:00:00,10.0,DB,,,LNCH,E
04bb73ba-706,SCH4,86b45b8b,93,391776f1,2025-Feb-06 00:00:00,10.0,RA,,,FIXD,E
04bb73ba-706,SCH4,34a340a2,94,391776f1,2025-Jan-21 00:00:00,10.0,SM,,,FIXD,E
04bb73ba-706,SCH4,f2b89a0b,95,391776f1,2025-Feb-19 00:00:00,10.0,OT,,,FIXD,E
04bb73ba-706,SCH4,f52e6b61,96,391776f1,2025-Feb-28 00:00:00,10.0,PP,VA,,FIXD,E
04ee41b7-f7a,SCH1,525be9a5,97,3174cf81,2025-Jan-24 00:00:00,10.0,DM,RA,,FIXD,
04ee41b7-f7a,SCH1,20d8d272,98,3174cf81,2025-Mar-09 00:00:00,10.0,TH,,BU,FIXD,
04ee41b7-f7a,SCH1,b0fca792,99,3174cf81,2025-Jan-07 00:00:00,10.0,BU,,,PERM,
04ee41b7-f7a,SCH1,e34f52d7,100,3174cf81,2025-Feb-28 00:00:00,10.0,VA,PP,,PERM,
04ee41b7-f7a,SCH1,55269a5b,101,3174cf81,2025-Jan-17 00:00:00,10.0,PA,RA,,FIXD,
04ee41b7-f7a,SCH1,33049f8a,102,3174cf81,2025-Feb-12 00:00:00,10.0,BU,,,PERM,
05498b19-e0c,SCH1,bb26d201,103,90b50e60,2025-Feb-08 00:00:00,10.0,PA,DB,,FIXD,
05498b19-e0c,SCH1,0a2fe7b4,104,90b50e60,2025-Feb-08 00:00:00,10.0,DA,DA,,PERM,
05498b19-e0c,SCH1,36b9faf8,105,90b50e60,2025-Jan-17 00:00:00,10.0,OT,,,PERM,
05498b19-e0c,SCH1,fd034054,106,90b50e60,2025-Mar-03 00:00:00,10.0,PP,,,PERM,
05498b19-e0c,SCH1,7118ead4,107,90b50e60,2025-Feb-04 00:00:00,10.0,RA,BU,,FIXD,
05498b19-e0c,SCH1,30a12e00,108,90b50e60,2025-Mar-04 00:00:00,10.0,DB,,,LNCH,
05498b19-e0c,SCH1,79480807,109,90b50e60,2025-Feb-06 00:00:00,10.0,DA,,,FIXD,
05498b19-e0c,SCH1,e3ee13b5,110,90b50e60,2025-Feb-12 00:00:00,10.0,RA,,,FIXD,
05498b19-e0c,SCH1,dc5e9225,111,90b50e60,2025-Mar-28 00:00:00,10.0,TH,,,PERM,
0563c273-735,SCH2,2b2f739d,112,25bd8758,2025-Mar-09 00:00:00,10.0,VA,,,PERM,
0563c273-735,SCH2,e3fe2a03,113,25bd8758,2025-Feb-18 00:00:00,10.0,VA,,,LNCH,
0563c273-735,SCH2,a0fb4083,114,25bd8758,2025-Feb-07 00:00:00,10.0,PP,PP,,FIXD,
0563c273-735,SCH2,6f4e533c,115,25bd8758,2025-Feb-24 00:00:00,10.0,VP,,,PERM,
0563c273-735,SCH2,0f15f01b,116,25bd8758,2025-Feb-13 00:00:00,10.0,DM,,,LNCH,
0563c273-735,SCH2,9264ac74,117,25bd8758,2025-Feb-24 00:00:00,10.0,SM,VA,,PERM,
0563c273-735,SCH2,dfd778aa,118,25bd8758,2025-Jan-28 00:00:00,10.0,PP,OT,,PERM,
05f8b707-08e,SCH4,c3e5fcdb,119,a2d6947a,2025-Jan-25 00:00:00,10.0,RA,RA,BU,LNCH,
05f8b707-08e,SCH4,ba72d1ae,120,a2d6947a,2025-Jan-08 00:00:00,10.0,PA,,,PERM,
05f8b707-08e,SCH4,e467c2a8,121,a2d6947a,2025-Feb-28 00:00:00,10.0,PA,,,FIXD,
05f8b707-08e,SCH4,f47896ee,122,a2d6947a,2025-Feb-23 00:00:00,10.0,RA,PP,,PERM,
05f8b707-08e,SCH4,6bcbea95,123,a2d6947a,2025-Feb-07 00:00:00,10.0,OT,,,FIXD,
0605d45a-c7c,SCH7,5d14c25b,124,dc4f47a2,2025-Mar-08 00:00:00,10.0,PA,,,PERM,
0605d45a-c7c,SCH7,bf45d569,125,dc4f47a2,2025-Mar-10 00:00:00,10.0,PA,,,PERM,
0605d45a-c7c,SCH7,fd502002,126,dc4f47a2,2025-Feb-17 00:00:00,10.0,DA,,,FIXD,
0605d45a-c7c,SCH7,c79c202e,127,dc4f47a2,2025-Jan-21 00:00:00,10.0,VA,SM,,FIXD,
0605d45a-c7c,SCH7,150125e1,128,dc4f47a2,2025-Mar-03 00:00:00,10.0,DA,VP,,PERM,
0605d45a-c7c,SCH7,097f5311,129,dc4f47a2,2025-Jan-20 00:00:00,10.0,TH,,,FIXD,
0605d45a-c7c,SCH7,ad8813cb,130,dc4f47a2,2025-Jan-10 00:00:00,10.0,OT,,,PERM,
0605d45a-c7c,SCH7,33ea47fb,131,dc4f47a2,2025-Apr-06 00:00:00,10.0,PP,BU,,FIXD,
0605d45a-c7c,SCH7,d3b3962d,132,dc4f47a2,2025-Mar-20 00:00:00,10.0,SM,VP,,FIXD,
0605d45a-c7c,SCH7,d1cadfa7,133,dc4f47a2,2025-Jan-27 00:00:00,10.0,OT,,,FIXD,
0609c49b-158,SCH6,7e6c5cf4,134,2a8e3e61,2025-Mar-29 00:00:00,10.0,PP,VP,,FIXD,
0609c49b-158,SCH6,17b53923,135,2a8e3e61,2025-Apr-02 00:00:00,10.0,PP,,,FIXD,
0609c49b-158,SCH6,59e77c84,136,2a8e3e61,2025-Feb-21 00:00:00,10.0,VP,,,PERM,
0609c49b-158,SCH6,00bfe20f,137,2a8e3e61,2025-Feb-02 00:00:00,10.0,PP,,,FIXD,
0609c49b-158,SCH6,545cdddc,138,2a8e3e61,2025-Mar-17 00:00:00,10.0,RA,,,FIXD,
0609c49b-158,SCH6,91cbc657,139,2a8e3e61,2025-Apr-03 00:00:00,10.0,PA,,,FIXD,
0609c49b-158,SCH6,37c40ba1,140,2a8e3e61,2025-Feb-09 00:00:00,10.0,RA,,PP,FIXD,
0609c49b-158,SCH6,d482e133,141,2a8e3e61,2025-Jan-27 00:00:00,10.0,TH,,,FIXD,
0609c49b-158,SCH6,90f14b8c,142,2a8e3e61,2025-Jan-22 00:00:00,10.0,PP,,,LNCH,
0609c49b-158,SCH6,bdc8cfeb,143,2a8e3e61,2025-Jan-11 00:00:00,10.0,PP,,,FIXD,
0623ba7e-330,SCH7,d3f94f8d,144,d7696898,2025-Jan-26 00:00:00,10.0,DM,,PA,PERM,
06545a48-0b9,SCH1,2d7d8049,145,17c26a70,2025-Mar-11 00:00:00,10.0,PP,DM,,PERM,
06545a48-0b9,SCH1,46ef889a,146,17c26a70,2025-Mar-20 00:00:00,10.0,PA,,,FIXD,
06545a48-0b9,SCH1,964f2d49,147,17c26a70,2025-Apr-05 00:00:00,10.0,PA,,,FIXD,
06545a48-0b9,SCH1,4f131a1d,148,17c26a70,2025-Apr-02 00:00:00,10.0,BU,VP,,FIXD,
068aeafa-fea,SCH6,a4df5f73,149,2a6ad311,2025-Jan-20 00:00:00,10.0,SM,,,LNCH,
068aeafa-fea,SCH6,1200e9c6,150,2a6ad311,2025-Feb-28 00:00:00,10.0,VA,,,FIXD,
068aeafa-fea,SCH6,48310ce7,151,2a6ad311,2025-Feb-17 00:00:00,10.0,VP,SM,,PERM,
06ea8e2c-891,SCH3,d280d481,152,1500e1b2,2025-Mar-13 00:00:00,10.0,PP,,,FIXD,
06ea8e2c-891,SCH3,b98e9c50,153,1500e1b2,2025-Jan-21 00:00:00,10.0,VP,,,LNCH,
07220d06-732,SCH6,e28e88aa,154,71c79684,2025-Mar-03 00:00:00,10.0,DA,,,FIXD,
07220d06-732,SCH6,2efa892e,155,71c79684,2025-Apr-09 00:00:00,10.0,VA,,,FIXD,
07b16cdc-6a0,SCH3,45f0041b,156,d2b8ce94,2025-Apr-07 00:00:00,10.0,BU,VA,,FIXD,K
07b16cdc-6a0,SCH3,baad0399,157,d2b8ce94,2025-Jan-29 00:00:00,10.0,PP,,,LNCH,K
07b16cdc-6a0,SCH3,7af1386d,158,d2b8ce94,2025-Feb-10 00:00:00,10.0,PP,,,LNCH,K
07b16cdc-6a0,SCH3,887cc977,159,d2b8ce94,2025-Mar-01 00:00:00,10.0,DM,,,FIXD,K
07b16cdc-6a0,SCH3,5e6fa572,160,d2b8ce94,2025-Feb-14 00:00:00,10.0,PA,,,PERM,K
07b86c3a-89f,SCH1,72228e9e,161,9f0e95cf,2025-Mar-04 00:00:00,10.0,VP,,,LNCH,A
07b86c3a-89f,SCH1,c969e7f5,162,9f0e95cf,2025-Mar-16 00:00:00,10.0,PP,,,PERM,A
07bed5ec-d4c,SCH1,edc2effb,163,0085e74a,2025-Jan-23 00:00:00,10.0,DA,OT,,PERM,S
07bed5ec-d4c,SCH1,c3a293f8,164,0085e74a,2025-Mar-29 00:00:00,10.0,RA,,,LNCH,S
07bed5ec-d4c,SCH1,16a42136,165,0085e74a,2025-Jan-13 00:00:00,10.0,TH,,,PERM,S
07bed5ec-d4c,SCH1,4ecf84b7,166,0085e74a,2025-Feb-13 00:00:00,10.0,DA,PA,,PERM,S
07f7fbfc-cf1,SCH3,07182713,167,d23aef47,2025-Mar-05 00:00:00,10.0,BU,,,PERM,K
07f7fbfc-cf1,SCH3,aff70cd7,168,d23aef47,2025-Mar-08 00:00:00,10.0,VP,,,FIXD,K
080d14e7-130,SCH3,acfffff9,169,ebdb8001,2025-Feb-12 00:00:00,10.0,RA,PP,,LNCH,S
080d14e7-130,SCH3,5056d768,170,ebdb8001,2025-Mar-24 00:00:00,10.0,VA,PP,,FIXD,S
080d14e7-130,SCH3,e92f4d79,171,ebdb8001,2025-Feb-26 00:00:00,10.0,TH,,,LNCH,S
080d14e7-130,SCH3,9e1a78c5,172,ebdb8001,2025-Jan-16 00:00:00,10.0,PP,,,LNCH,S
08131798-46e,SCH8,c2dce412,173,6272a6a7,2025-Mar-22 00:00:00,10.0,VP,,,PERM,E
08131798-46e,SCH8,319af1cb,174,6272a6a7,2025-Feb-15 00:00:00,10.0,DA,PP,,FIXD,E
08131798-46e,SCH8,a07db2c4,175,6272a6a7,2025-Jan-20 00:00:00,10.0,DM,,,PERM,E
08131798-46e,SCH8,24844573,176,6272a6a7,2025-Jan-21 00:00:00,10.0,VA,RA,,LNCH,E
08131798-46e,SCH8,ee154103,177,6272a6a7,2025-Mar-30 00:00:00,10.0,DA,DM,,FIXD,E
08131798-46e,SCH8,cde0ffd6,178,6272a6a7,2025-Apr-09 00:00:00,10.0,SM,,,PERM,E
08131798-46e,SCH8,ce4cd1c2,179,6272a6a7,2025-Feb-10 00:00:00,10.0,VP,,,LNCH,E
08131798-46e,SCH8,19b9ddd0,180,6272a6a7,2025-Apr-09 00:00:00,10.0,PP,DM,,FIXD,E
081beb55-d50,SCH8,bee9a3b0,181,510afef0,2025-Feb-17 00:00:00,10.0,PA,,,FIXD,E
0824777c-8b0,SCH2,f3f57827,182,7dd0539e,2025-Mar-12 00:00:00,10.0,VA,DM,,PERM,
0824777c-8b0,SCH2,f63fce7f,183,7dd0539e,2025-Mar-09 00:00:00,10.0,VP,,VP,FIXD,
0824777c-8b0,SCH2,95d63785,184,7dd0539e,2025-Jan-30 00:00:00,10.0,TH,PA,,LNCH,
0824777c-8b0,SCH2,1c7ab8ca,185,7dd0539e,2025-Feb-06 00:00:00,10.0,PP,OT,,PERM,
0824777c-8b0,SCH2,baf2d194,186,7dd0539e,2025-Apr-04 00:00:00,10.0,PA,PA,,FIXD,
0824777c-8b0,SCH2,9f7b189e,187,7dd0539e,2025-Mar-25 00:00:00,10.0,RA,,,FIXD,
0824777c-8b0,SCH2,1b40418b,188,7dd0539e,2025-Feb-01 00:00:00,10.0,TH,DM,,PERM,
08783fe7-374,SCH7,309b1e7b,189,e045534a,2025-Apr-02 00:00:00,10.0,RA,,,LNCH,N
08793510-c8d,SCH3,218f4cad,190,28694d41,2025-Feb-17 00:00:00,10.0,VA,,,PERM,P
08793510-c8d,SCH3,32cc02e1,191,28694d41,2025-Apr-04 00:00:00,10.0,VP,,,FIXD,P
08952286-edb,SCH6,96c97620,192,2a010fb7,2025-Jan-07 00:00:00,10.0,RA,TH,,PERM,
08952286-edb,SCH6,e8a7da8e,193,2a010fb7,2025-Mar-25 00:00:00,10.0,PA,,,PERM,
08952286-edb,SCH6,09e9ab7a,194,2a010fb7,2025-Jan-29 00:00:00,10.0,VP,,,LNCH,
08952286-edb,SCH6,73c5772d,195,2a010fb7,2025-Jan-10 00:00:00,10.0,PP,,,PERM,
08952286-edb,SCH6,17d076e6,196,2a010fb7,2025-Feb-08 00:00:00,10.0,DB,TH,,PERM,
08952286-edb,SCH6,87d98053,197,2a010fb7,2025-Jan-10 00:00:00,10.0,VP,,,PERM,
08952286-edb,SCH6,281f6e08,198,2a010fb7,2025-Feb-01 00:00:00,10.0,PP,,,PERM,
089acc1b-ceb,SCH3,94d86ccb,199,34fba780,2025-Mar-13 00:00:00,10.0,OT,,,FIXD,K
089acc1b-ceb,SCH3,e28ef4ea,200,34fba780,2025-Mar-28 00:00:00,10.0,RA,BU,,PERM,K
089acc1b-ceb,SCH3,448a18dc,201,34fba780,2025-Feb-22 00:00:00,10.0,OT,PP,,PERM,K
089acc1b-ceb,SCH3,da5787b4,202,34fba780,2025-Jan-16 00:00:00,10.0,VP,,RA,FIXD,K
08a42667-dd5,SCH2,b1079826,203,8af54826,2025-Mar-04 00:00:00,10.0,PA,,,PERM,
08a42667-dd5,SCH2,7a5b4a12,204,8af54826,2025-Apr-06 00:00:00,10.0,BU,,,FIXD,
08a42667-dd5,SCH2,8c958066,205,8af54826,2025-Apr-06 00:00:00,10.0,VP,SM,,PERM,
08a42667-dd5,SCH2,8122679d,206,8af54826,2025-Apr-05 00:00:00,10.0,BU,,,PERM,
08a42667-dd5,SCH2,bf0c07f6,207,8af54826,2025-Feb-21 00:00:00,10.0,PP,,,FIXD,
08a42667-dd5,SCH2,c7bec53b,208,8af54826,2025-Feb-03 00:00:00,10.0,PA,,,PERM,
08ab7a38-b28,SCH1,18e6d7c7,209,d0cf6b64,2025-Mar-23 00:00:00,10.0,RA,VP,,LNCH,
08ab7a38-b28,SCH1,8d65c705,210,d0cf6b64,2025-Mar-25 00:00:00,10.0,OT,,,FIXD,
08ab7a38-b28,SCH1,678fb7d1,211,d0cf6b64,2025-Mar-24 00:00:00,10.0,RA,BU,,PERM,
08ab7a38-b28,SCH1,a2546c5a,212,d0cf6b64,2025-Apr-06 00:00:00,10.0,SM,,,FIXD,
08ab7a38-b28,SCH1,7e296279,213,d0cf6b64,2025-Jan-12 00:00:00,10.0,SM,,,FIXD,
08ab7a38-b28,SCH1,7e1f348d,214,d0cf6b64,2025-Jan-29 00:00:00,10.0,VA,,,FIXD,
08ab7a38-b28,SCH1,9387b8a2,215,d0cf6b64,2025-Feb-18 00:00:00,10.0,TH,,,PERM,
08ab7a38-b28,SCH1,e5084673,216,d0cf6b64,2025-Mar-17 00:00:00,10.0,DB,,,FIXD,
08ab7a38-b28,SCH1,2acb359f,217,d0cf6b64,2025-Feb-28 00:00:00,10.0,PA,,,FIXD,
08ab7a38-b28,SCH1,fdc32062,218,d0cf6b64,2025-Feb-15 00:00:00,10.0,VA,,,PERM,
09008aab-1ab,SCH6,015a69b3,219,ac4a93b7,2025-Mar-06 00:00:00,10.0,BU,VP,,FIXD,N
09008aab-1ab,SCH6,0184970a,220,ac4a93b7,2025-Feb-09 00:00:00,10.0,VP,SM,,FIXD,N
09030d77-191,SCH4,4b6b2981,221,6ac0a8eb,2025-Mar-31 00:00:00,10.0,VA,,RA,PERM,
09030d77-191,SCH4,1c4d9aef,222,6ac0a8eb,2025-Mar-01 00:00:00,10.0,OT,RA,,PERM,
091d8a51-e24,SCH7,8dbee067,223,cdaf1b9f,2025-Feb-11 00:00:00,10.0,TH,,,FIXD,
091d8a51-e24,SCH7,4337207c,224,cdaf1b9f,2025-Feb-14 00:00:00,10.0,PP,,,FIXD,
091d8a51-e24,SCH7,ce774c82,225,cdaf1b9f,2025-Mar-01 00:00:00,10.0,DM,,,FIXD,
095e1a22-3e0,SCH5,1433f1b0,226,2e3e7480,2025-Jan-22 00:00:00,10.0,DM,,,FIXD,
095e1a22-3e0,SCH5,db638486,227,2e3e7480,2025-Mar-17 00:00:00,10.0,SM,,,PERM,
095e1a22-3e0,SCH5,746c1aa3,228,2e3e7480,2025-Feb-13 00:00:00,10.0,RA,RA,PA,LNCH,
095e1a22-3e0,SCH5,554e1121,229,2e3e7480,2025-Apr-09 00:00:00,10.0,SM,,,FIXD,
095e1a22-3e0,SCH5,110beff4,230,2e3e7480,2025-Mar-28 00:00:00,10.0,TH,PP,,FIXD,
096615d5-09f,SCH1,74995caa,231,3910681f,2025-Feb-26 00:00:00,10.0,PP,,,LNCH,N
