pupilonrolltableid,NativeId,termlysessiondetailsonrolltableid,termlysessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
007a60d5-079,SCH1,d880606f,80,62d16288,135.0,R
007a60d5-079,SCH1,3044e4cb,73,62d16288,130.0,X
007a7429-53f,SCH1,c54434bc,83,ace997fa,131.0,E
007a7429-53f,SCH1,cfe20076,82,ace997fa,129.0,N
007ce401-b14,SCH1,b7269396,85,1b6182b3,139.0,I
007ce401-b14,SCH1,6d1d16f4,84,1b6182b3,121.0,S
0080a909-ddc,SCH2,7eb764a5,89,467c8e5f,131.0,E
0080a909-ddc,SCH2,be494efd,90,467c8e5f,133.0,H
0080a909-ddc,SCH2,d1601dfb,94,467c8e5f,138.0,N
0080a909-ddc,SCH2,b51b1b97,88,467c8e5f,131.0,R
0080a909-ddc,SCH2,c1e7252f,91,467c8e5f,129.0,S
0080a909-ddc,SCH2,ad30ac82,96,467c8e5f,125.0,U
00861282-259,SCH6,f48e0ff5,99,f718682c,135.0,C
00861282-259,SCH6,9bf73ae5,98,f718682c,128.0,R
008e6441-aa0,SCH8,968d65ff,102,34fb7b99,126.0,G
008e6441-aa0,SCH8,a82fbfb4,100,34fb7b99,128.0,H
008e6441-aa0,SCH8,897f010c,101,34fb7b99,131.0,M
008e6441-aa0,SCH8,27989eaa,103,34fb7b99,123.0,X
0096e98c-b69,SCH5,ff33402b,104,a28a4cea,134.0,C
0096e98c-b69,SCH5,60ebab17,105,a28a4cea,130.0,E
0096e98c-b69,SCH5,b2ffe1a7,106,a28a4cea,123.0,H
0096e98c-b69,SCH5,ea997f92,111,a28a4cea,129.0,I
0096e98c-b69,SCH5,4132a2b5,108,a28a4cea,123.0,N
0096e98c-b69,SCH5,ddb4fd36,110,a28a4cea,122.0,U
00a2895e-7c0,SCH5,6af874e4,112,3fb83658,127.0,O
00b47c69-f0d,SCH1,435d8961,113,62e39482,130.0,C
00c46b1f-986,SCH7,b4b63b00,115,a1b89a0e,132.0,C
00c46b1f-986,SCH7,62678f6d,119,a1b89a0e,129.0,M
00c46b1f-986,SCH7,9077ef01,114,a1b89a0e,127.0,O
00c46b1f-986,SCH7,6b2919c0,117,a1b89a0e,142.0,R
00c46b1f-986,SCH7,5c7376c4,116,a1b89a0e,132.0,S
00c46b1f-986,SCH7,fa81ddd5,120,a1b89a0e,128.0,U
00c57c03-6d2,SCH3,dc6514ff,123,d314677d,124.0,C
00c57c03-6d2,SCH3,e7ac9ce3,121,d314677d,131.0,G
00c57c03-6d2,SCH3,c552cc3b,125,d314677d,139.0,I
00c57c03-6d2,SCH3,98b84e74,126,d314677d,126.0,M
00c57c03-6d2,SCH3,5ede8489,128,d314677d,128.0,R
00c57c03-6d2,SCH3,c4684d4d,124,d314677d,132.0,Y
00c57c03-6d2,SCH3,743af97b,122,d314677d,125.0,Z
00d48d88-6ca,SCH3,715a9f3b,129,05459979,129.0,C
00d48d88-6ca,SCH3,0790a912,132,05459979,131.0,E
00d48d88-6ca,SCH3,59cbd6f6,131,05459979,129.0,M
00d48d88-6ca,SCH3,da076f20,130,05459979,133.0,U
00d575a7-dc8,SCH7,63f0520c,137,ad2bdd55,129.0,E
00d575a7-dc8,SCH7,2cad2db9,134,ad2bdd55,128.0,I
00da3cc7-b28,SCH1,cc11382c,140,c31558f8,142.0,G
00da3cc7-b28,SCH1,ec98069a,139,c31558f8,133.0,M
00e2f966-e88,SCH7,c7b589b1,141,d0b78ac7,138.0,C
00e2f966-e88,SCH7,1545debc,142,d0b78ac7,129.0,E
00e2f966-e88,SCH7,ee02e9f0,143,d0b78ac7,129.0,R
00e3e3c1-738,SCH3,e0dd8ecf,149,67b352ef,131.0,C
00e3e3c1-738,SCH3,ddde3cc1,145,67b352ef,131.0,E
00e3e3c1-738,SCH3,9f9abb33,144,67b352ef,126.0,G
00e3e3c1-738,SCH3,41de2ee1,150,67b352ef,125.0,M
00e3e3c1-738,SCH3,8eee344a,148,67b352ef,128.0,O
00e3e3c1-738,SCH3,6aef471a,147,67b352ef,127.0,T
00e9397d-27e,SCH7,02847f66,151,9722c3d1,132.0,N
00e9397d-27e,SCH7,6b6ec981,152,9722c3d1,130.0,U
00ecef55-ae2,SCH1,e87e38f3,153,ce202db3,129.0,I
00f6b660-59e,SCH2,5c4a7408,156,66c86255,,R
00f6b660-59e,SCH2,de9cf2a5,155,66c86255,130.0,Y
01080e0c-45b,SCH6,1cc9393a,166,cc8a5bd5,136.0,C
01080e0c-45b,SCH6,2f907b2f,158,cc8a5bd5,135.0,E
01080e0c-45b,SCH6,2bfcfd09,157,cc8a5bd5,129.0,G
01080e0c-45b,SCH6,3e498fd0,161,cc8a5bd5,130.0,M
01080e0c-45b,SCH6,389863b1,163,cc8a5bd5,123.0,N
01080e0c-45b,SCH6,1db1c471,162,cc8a5bd5,131.0,R
010aa4cb-931,SCH2,e186621f,169,e1b37b5e,136.0,E
010aa4cb-931,SCH2,8288763e,170,e1b37b5e,122.0,H
010aa4cb-931,SCH2,4bd94012,167,e1b37b5e,142.0,I
010aa4cb-931,SCH2,4ba38035,171,e1b37b5e,,R
010aa4cb-931,SCH2,0637e118,168,e1b37b5e,130.0,Y
010d4a31-384,SCH1,68c50d2e,173,432b281b,135.0,C
010d4a31-384,SCH1,d257a582,172,432b281b,134.0,E
011c54a5-f16,SCH4,05fb4d9b,174,9053b7c7,130.0,E
011c54a5-f16,SCH4,bef4203e,176,9053b7c7,135.0,G
011c54a5-f16,SCH4,9f511c4d,177,9053b7c7,130.0,T
011c54a5-f16,SCH4,5f615082,175,9053b7c7,133.0,U
012d9587-01b,SCH2,20b76036,178,d619a422,126.0,N
0134a3c5-4bc,SCH2,25183db7,181,196c0fa4,131.0,H
0134a3c5-4bc,SCH2,2a3795a9,180,196c0fa4,135.0,N
0134a3c5-4bc,SCH2,2b5d0592,179,196c0fa4,132.0,T
0134a3c5-4bc,SCH2,1d61225b,182,196c0fa4,132.0,Z
01359d1e-dc2,SCH1,4c79e75c,186,34747343,128.0,G
01359d1e-dc2,SCH1,6bca3860,185,34747343,126.0,H
01359d1e-dc2,SCH1,2fcdf2e7,184,34747343,136.0,I
01359d1e-dc2,SCH1,b2724867,183,34747343,129.0,R
013e6c4a-b75,SCH6,caac3fc6,188,b7922a9b,133.0,C
01488c87-02d,SCH2,26784e73,189,dc3ea7d4,129.0,C
01488c87-02d,SCH2,6fc29fac,193,dc3ea7d4,132.0,I
01488c87-02d,SCH2,718e9705,192,dc3ea7d4,129.0,S
01488c87-02d,SCH2,8d0c1917,191,dc3ea7d4,119.0,X
0154b5e1-bf5,SCH2,a0164909,194,e35bcae1,129.0,G
0154b5e1-bf5,SCH2,a40c8c05,195,e35bcae1,144.0,R
01564caa-913,SCH6,7db1a575,200,97f1937d,126.0,E
01564caa-913,SCH6,3269125a,199,97f1937d,131.0,H
01564caa-913,SCH6,e2dcbbfe,203,97f1937d,130.0,I
01564caa-913,SCH6,2b0d7c36,198,97f1937d,134.0,M
01564caa-913,SCH6,8aab01fa,197,97f1937d,136.0,N
01564caa-913,SCH6,ee707787,205,97f1937d,139.0,Y
015a50c2-e95,SCH6,999b0067,207,d5ca70d3,132.0,G
015a50c2-e95,SCH6,c71f7765,209,d5ca70d3,139.0,N
015a50c2-e95,SCH6,c00ddb9e,210,d5ca70d3,127.0,O
015a50c2-e95,SCH6,8e0bebd7,208,d5ca70d3,124.0,Y
015e1d34-e1e,SCH6,979df04c,214,7b5a40a9,134.0,C
015e1d34-e1e,SCH6,e85030e6,217,7b5a40a9,124.0,E
015e1d34-e1e,SCH6,822a6fe5,213,7b5a40a9,131.0,H
015e1d34-e1e,SCH6,e4833de8,218,7b5a40a9,127.0,I
015e1d34-e1e,SCH6,e365aced,216,7b5a40a9,124.0,N
015e1d34-e1e,SCH6,915dd8be,215,7b5a40a9,123.0,U
015e1d34-e1e,SCH6,bdfed135,219,7b5a40a9,126.0,Y
015e2ada-f29,SCH8,027b2e6a,226,d139bec6,124.0,#
015e2ada-f29,SCH8,fd29197c,225,d139bec6,116.0,C
015e2ada-f29,SCH8,a3b6049d,223,d139bec6,139.0,I
015e2ada-f29,SCH8,2e1cfffc,222,d139bec6,122.0,N
015e2ada-f29,SCH8,9b7cb02b,220,d139bec6,127.0,O
015e2ada-f29,SCH8,45cdaaa3,221,d139bec6,131.0,T
015e2ada-f29,SCH8,2d1abfbf,227,d139bec6,128.0,Z
0162b45c-a58,SCH7,5095f041,228,7d21dc34,135.0,I
016343eb-e88,SCH7,66211703,234,d89e4ca1,125.0,C
016343eb-e88,SCH7,49615f1d,230,d89e4ca1,134.0,E
016343eb-e88,SCH7,8bc75041,238,d89e4ca1,134.0,G
016343eb-e88,SCH7,fb90ae12,229,d89e4ca1,127.0,H
016343eb-e88,SCH7,d8d360d6,233,d89e4ca1,128.0,I
016343eb-e88,SCH7,8c60502a,235,d89e4ca1,131.0,M
016343eb-e88,SCH7,c2039b68,237,d89e4ca1,132.0,N
016343eb-e88,SCH7,4cd8975d,231,d89e4ca1,128.0,O
016343eb-e88,SCH7,78c9d9a5,236,d89e4ca1,128.0,X
01645986-534,SCH8,77bd7268,239,fc4a1459,143.0,C
01645986-534,SCH8,549aa679,242,fc4a1459,125.0,N
01645986-534,SCH8,e1a5ec70,241,fc4a1459,125.0,R
016a3e1b-2a5,SCH7,9cef0cf4,252,17392571,130.0,E
016a3e1b-2a5,SCH7,0d23270d,246,17392571,137.0,G
016a3e1b-2a5,SCH7,19d1a54d,249,17392571,128.0,H
016a3e1b-2a5,SCH7,e6490545,243,17392571,124.0,I
016a3e1b-2a5,SCH7,e4eabb48,248,17392571,136.0,N
016a3e1b-2a5,SCH7,a2205d2a,250,17392571,138.0,O
016a3e1b-2a5,SCH7,81794b8d,245,17392571,130.0,S
016a3e1b-2a5,SCH7,7980d762,244,17392571,132.0,X
016a3e1b-2a5,SCH7,b11530a9,247,17392571,128.0,Z
016e97a4-301,SCH8,7ba4367b,254,f84af39a,128.0,E
016e97a4-301,SCH8,26c1a9f9,255,f84af39a,134.0,G
016e97a4-301,SCH8,6478fd27,253,f84af39a,141.0,M
017aa6c2-fe1,SCH6,b29e1656,262,aab7882d,139.0,C
017aa6c2-fe1,SCH6,4633f6cb,256,aab7882d,130.0,E
017aa6c2-fe1,SCH6,832ce68e,257,aab7882d,136.0,H
017aa6c2-fe1,SCH6,d4549876,260,aab7882d,134.0,M
017aa6c2-fe1,SCH6,cb247749,263,aab7882d,132.0,N
017aa6c2-fe1,SCH6,82225b3f,258,aab7882d,125.0,R
017aa6c2-fe1,SCH6,3b373077,259,aab7882d,121.0,X
017fffe4-75c,SCH8,2555b06e,265,d696e2f5,120.0,E
0183bc4b-6ce,SCH2,e24cfcc7,270,f743039c,127.0,G
0183bc4b-6ce,SCH2,43bf7fd9,267,f743039c,131.0,H
0183bc4b-6ce,SCH2,962f9a18,268,f743039c,136.0,I
0183bc4b-6ce,SCH2,6091232e,271,f743039c,132.0,M
0183bc4b-6ce,SCH2,25086646,266,f743039c,130.0,O
0183bc4b-6ce,SCH2,989255a9,269,f743039c,127.0,S
0183bc4b-6ce,SCH2,0d2fdac7,272,f743039c,129.0,T
0185afe5-85c,SCH2,66e666bf,273,86e3abe9,127.0,C
0185afe5-85c,SCH2,865af385,278,86e3abe9,130.0,G
0185afe5-85c,SCH2,93d34a87,275,86e3abe9,125.0,H
0185afe5-85c,SCH2,1b276279,274,86e3abe9,124.0,M
01861a4b-993,SCH1,b846f0d0,280,dad554d7,124.0,G
01861a4b-993,SCH1,f1a565e2,281,dad554d7,135.0,N
01861a4b-993,SCH1,8df8219c,279,dad554d7,130.0,O
0188f245-602,SCH8,5e4a203d,282,57afd8f3,130.0,E
0188f245-602,SCH8,b1424a80,285,57afd8f3,126.0,O
0188f245-602,SCH8,4717a993,283,57afd8f3,126.0,U
0188f245-602,SCH8,624dd2a4,284,57afd8f3,131.0,X
019cfc62-962,SCH6,f0fe85f2,287,f14390bc,117.0,C
019cfc62-962,SCH6,30be73be,286,f14390bc,128.0,G
019cfc62-962,SCH6,b85a68c2,290,f14390bc,130.0,N
019df92f-194,SCH7,13bba723,293,d613d234,126.0,#
019df92f-194,SCH7,e55437ae,294,d613d234,130.0,E
019df92f-194,SCH7,2ed79d6b,295,d613d234,133.0,M
019df92f-194,SCH7,21ac0f74,291,d613d234,120.0,T
019df92f-194,SCH7,a8969986,292,d613d234,128.0,X
01a0b4d1-79b,SCH8,001911ef,300,35302d03,133.0,E
01a0b4d1-79b,SCH8,24a34625,298,35302d03,126.0,G
01a0b4d1-79b,SCH8,421f2767,305,35302d03,132.0,H
01a0b4d1-79b,SCH8,04a623b0,302,35302d03,133.0,I
01a0b4d1-79b,SCH8,8435b92a,299,35302d03,132.0,M
01a0b4d1-79b,SCH8,36a44f23,304,35302d03,132.0,N
01a0b4d1-79b,SCH8,74d1339b,301,35302d03,122.0,R
01a0b4d1-79b,SCH8,cf32845d,303,35302d03,130.0,T
01aa8772-70d,SCH2,de17973e,308,010e1fd0,128.0,S
01aa8772-70d,SCH2,2af448f3,309,010e1fd0,131.0,X
01ab75f8-504,SCH1,e5b1bd9d,310,9e5ec111,124.0,H
01ab75f8-504,SCH1,9a1d67e7,312,9e5ec111,128.0,I
01ab75f8-504,SCH1,310f5bcf,313,9e5ec111,125.0,T
01af0693-90a,SCH7,6c454045,317,2dc17e6b,135.0,C
01af0693-90a,SCH7,0e913087,315,2dc17e6b,133.0,G
01af0693-90a,SCH7,3bb09d32,316,2dc17e6b,129.0,R
01af0693-90a,SCH7,93795aab,314,2dc17e6b,124.0,S
01b4b057-87a,SCH5,5b6e6d33,321,16ff9c54,124.0,C
01b4b057-87a,SCH5,c6868bbc,322,16ff9c54,136.0,M
01b4b057-87a,SCH5,eb30f312,319,16ff9c54,135.0,R
01b4b057-87a,SCH5,6ed4d0a7,320,16ff9c54,125.0,X
01cc47ac-658,SCH1,87012b37,325,875ac061,134.0,C
01cc47ac-658,SCH1,f76702aa,330,875ac061,118.0,E
01cc47ac-658,SCH1,fdd9375b,326,875ac061,127.0,G
01cc47ac-658,SCH1,3f3c7963,323,875ac061,121.0,H
01cc47ac-658,SCH1,9e2d7a04,327,875ac061,131.0,N
01cc47ac-658,SCH1,b3a76824,328,875ac061,131.0,R
01da4f0d-44e,SCH3,0839850e,333,ef921f8c,129.0,C
01da4f0d-44e,SCH3,7fd0788d,332,ef921f8c,112.0,G
01da4f0d-44e,SCH3,ecd65246,335,ef921f8c,131.0,H
01da4f0d-44e,SCH3,ccdd80da,334,ef921f8c,134.0,I
01da4f0d-44e,SCH3,3d1fbf0c,331,ef921f8c,132.0,M
01dfc5f8-834,SCH4,1fbd0dd4,339,a39ef2c2,131.0,C
01dfc5f8-834,SCH4,00ad35ff,344,a39ef2c2,125.0,E
01dfc5f8-834,SCH4,5ea0c312,340,a39ef2c2,132.0,G
01dfc5f8-834,SCH4,976c3ea7,336,a39ef2c2,114.0,M
01dfc5f8-834,SCH4,1665e8e4,338,a39ef2c2,130.0,R
01dfc5f8-834,SCH4,d878a880,337,a39ef2c2,115.0,T
01dfc5f8-834,SCH4,f44fae3d,341,a39ef2c2,133.0,U
01ebda30-5a0,SCH2,63488de5,346,12813446,141.0,I
01ebda30-5a0,SCH2,1849a657,348,12813446,131.0,N
01ebda30-5a0,SCH2,ff0d2e58,347,12813446,130.0,O
01ed06bc-72e,SCH3,385f25f7,349,b6eb5a64,127.0,G
0200b7ed-ca9,SCH1,e196d317,352,32aa9708,128.0,C
0200b7ed-ca9,SCH1,83ebf942,351,32aa9708,134.0,H
0200b7ed-ca9,SCH1,9f4512e6,350,32aa9708,131.0,I
0200b7ed-ca9,SCH1,d2d14d0f,353,32aa9708,132.0,N
0207ff07-7f7,SCH3,38fe46a6,355,fe699b28,139.0,H
0209d767-3ec,SCH2,3feff6b5,361,f396e378,128.0,C
0209d767-3ec,SCH2,285d472d,362,f396e378,137.0,E
0209d767-3ec,SCH2,8e7cb6ed,359,f396e378,133.0,H
0209d767-3ec,SCH2,b5280574,357,f396e378,124.0,M
0209d767-3ec,SCH2,8bf3439a,356,f396e378,131.0,O
020de71c-5f0,SCH2,d42d76f1,368,357a545f,128.0,E
020de71c-5f0,SCH2,ea8ed529,363,357a545f,135.0,G
020de71c-5f0,SCH2,530571ad,365,357a545f,137.0,H
020de71c-5f0,SCH2,856f8f9a,367,357a545f,127.0,I
020de71c-5f0,SCH2,d2abe6d0,366,357a545f,138.0,M
020de71c-5f0,SCH2,be74441c,364,357a545f,121.0,N
021425e0-64f,SCH5,c0f0504e,376,3536251e,120.0,I
021425e0-64f,SCH5,f7ba4f22,375,3536251e,134.0,O
021425e0-64f,SCH5,56d6af3f,373,3536251e,130.0,R
021425e0-64f,SCH5,a0747fba,372,3536251e,127.0,S
021425e0-64f,SCH5,32acedef,377,3536251e,130.0,T
02149e28-3dc,SCH5,d18fe5d6,387,5d95d07b,133.0,E
02149e28-3dc,SCH5,77574d6a,384,5d95d07b,125.0,G
02149e28-3dc,SCH5,1f98d0fd,378,5d95d07b,127.0,H
02149e28-3dc,SCH5,e36f0298,381,5d95d07b,141.0,I
02149e28-3dc,SCH5,a25b64d6,379,5d95d07b,132.0,M
02149e28-3dc,SCH5,aa8c9c03,383,5d95d07b,126.0,N
02149e28-3dc,SCH5,5f200672,380,5d95d07b,135.0,O
02149e28-3dc,SCH5,e9dfdab3,382,5d95d07b,129.0,S
02211e5a-3f0,SCH2,1e5343f0,389,87a737c5,131.0,C
02211e5a-3f0,SCH2,73b52876,388,87a737c5,123.0,I
02211e5a-3f0,SCH2,093affd2,393,87a737c5,128.0,N
02211e5a-3f0,SCH2,d0fe57f0,390,87a737c5,124.0,R
022173c1-4fe,SCH2,33b0995c,399,9427c833,134.0,R
022173c1-4fe,SCH2,7eff5fa2,398,9427c833,129.0,U
022306da-25f,SCH3,ee86be3f,402,0b332e62,137.0,E
022306da-25f,SCH3,2ebd8b2d,403,0b332e62,127.0,G
022306da-25f,SCH3,e772c4b7,401,0b332e62,134.0,T
022306da-25f,SCH3,526bd14a,400,0b332e62,138.0,X
0228116d-6b3,SCH6,6400584a,406,6768854b,133.0,G
0228116d-6b3,SCH6,9df8e0d6,405,6768854b,131.0,M
0228116d-6b3,SCH6,76fb9ad4,404,6768854b,132.0,S
02332c43-1fe,SCH2,a32eb11c,407,fa0ddb02,124.0,R
023864e0-886,SCH5,56caeb13,409,282320f0,134.0,E
023864e0-886,SCH5,674dc1c7,411,282320f0,130.0,G
023864e0-886,SCH5,30809958,412,282320f0,130.0,N
023864e0-886,SCH5,ff25c229,408,282320f0,131.0,T
0239b80f-bcc,SCH2,ec63f213,415,4c1df643,134.0,C
0239b80f-bcc,SCH2,38cf9ad3,414,4c1df643,117.0,E
0239b80f-bcc,SCH2,3ba6dab8,418,4c1df643,140.0,G
0239b80f-bcc,SCH2,072d085b,417,4c1df643,131.0,H
0239b80f-bcc,SCH2,04414314,416,4c1df643,128.0,I
023d6276-432,SCH6,0d20002c,420,1894832b,126.0,C
023d6276-432,SCH6,f26f0fd5,421,1894832b,138.0,O
023d6276-432,SCH6,6cb4250c,422,1894832b,129.0,U
02472728-188,SCH8,c74dd86c,425,780b366d,131.0,#
02472728-188,SCH8,793c46b3,424,780b366d,137.0,C
02472728-188,SCH8,55ac59e3,428,780b366d,132.0,H
02472728-188,SCH8,3362ac8a,426,780b366d,130.0,I
02472728-188,SCH8,52d52d9e,423,780b366d,127.0,N
024a1d5e-4cb,SCH7,5edb5a1d,429,c75df943,130.0,Y
025d9a45-958,SCH1,fcd6e8cf,432,74458cb2,128.0,C
025d9a45-958,SCH1,a864de14,434,74458cb2,130.0,E
025d9a45-958,SCH1,b1bfdaca,436,74458cb2,135.0,G
025d9a45-958,SCH1,e47eb8b3,431,74458cb2,132.0,H
025d9a45-958,SCH1,9791307b,433,74458cb2,130.0,M
025d9a45-958,SCH1,6da90942,435,74458cb2,133.0,U
025d9a45-958,SCH1,62518e8f,430,74458cb2,130.0,Y
02601e4d-eb9,SCH4,341f5ad2,440,0581fc9b,126.0,E
02601e4d-eb9,SCH4,9b55a816,443,0581fc9b,130.0,G
02601e4d-eb9,SCH4,05f1f0b7,439,0581fc9b,130.0,I
02601e4d-eb9,SCH4,c43e299d,441,0581fc9b,134.0,M
02601e4d-eb9,SCH4,ac5b6e01,442,0581fc9b,135.0,X
026164da-0dc,SCH4,b3d702c0,444,a6999c79,125.0,C
026164da-0dc,SCH4,85088168,447,a6999c79,131.0,M
026164da-0dc,SCH4,d83aa80b,445,a6999c79,129.0,X
026164da-0dc,SCH4,72dc3c34,446,a6999c79,121.0,Y
0261dc1e-1d8,SCH4,f0aedeea,449,3b8d3509,134.0,C
0261dc1e-1d8,SCH4,f17c32eb,448,3b8d3509,127.0,I
0263fbd7-cea,SCH2,a71c6054,451,eb26738b,130.0,N
0263fbd7-cea,SCH2,86eeb6df,450,eb26738b,135.0,O
0263fbd7-cea,SCH2,9162c098,453,eb26738b,133.0,R
0263fbd7-cea,SCH2,a043b176,452,eb26738b,132.0,Y
0268dacb-f00,SCH1,587d4dad,456,4c696ac9,124.0,C
0268dacb-f00,SCH1,72f85b2a,458,4c696ac9,133.0,E
0268dacb-f00,SCH1,f1e06e0b,459,4c696ac9,130.0,G
0268dacb-f00,SCH1,a0195993,454,4c696ac9,132.0,I
0268dacb-f00,SCH1,9c698fbc,457,4c696ac9,122.0,N
0268dacb-f00,SCH1,72876354,455,4c696ac9,123.0,O
02693da2-0eb,SCH3,0eb52840,463,6379586e,133.0,G
02693da2-0eb,SCH3,62d6649f,464,6379586e,132.0,M
02693da2-0eb,SCH3,50708bd5,462,6379586e,132.0,Y
027b55e4-bfd,SCH7,45a693d3,466,cfeecd80,131.0,C
027b55e4-bfd,SCH7,afa306d0,468,cfeecd80,132.0,E
027b55e4-bfd,SCH7,22614bb9,471,cfeecd80,130.0,G
027b55e4-bfd,SCH7,222effe5,465,cfeecd80,138.0,H
027b55e4-bfd,SCH7,7905f644,467,cfeecd80,136.0,I
027b55e4-bfd,SCH7,28966f61,470,cfeecd80,124.0,M
027b55e4-bfd,SCH7,e93b269a,469,cfeecd80,127.0,Y
027d46c2-4ac,SCH7,0f042845,474,0935ceb1,131.0,E
027d46c2-4ac,SCH7,ea58c598,472,0935ceb1,140.0,M
027d46c2-4ac,SCH7,8e1afb68,473,0935ceb1,127.0,S
0285fba6-041,SCH5,dcfe76cb,478,d3fbc4ae,127.0,C
0285fba6-041,SCH5,26a7d04b,476,d3fbc4ae,125.0,E
0285fba6-041,SCH5,2be065c9,475,d3fbc4ae,127.0,G
0285fba6-041,SCH5,ed28cd88,480,d3fbc4ae,127.0,H
0285fba6-041,SCH5,ceea73c9,482,d3fbc4ae,123.0,M
0285fba6-041,SCH5,30b53ecd,479,d3fbc4ae,133.0,N
0285fba6-041,SCH5,cea5b672,477,d3fbc4ae,135.0,X
02973d54-d3f,SCH8,dccb1150,490,f28f9a1b,132.0,G
02973d54-d3f,SCH8,e3c0e56f,487,f28f9a1b,128.0,H
02973d54-d3f,SCH8,2b8dcdb8,483,f28f9a1b,122.0,I
02973d54-d3f,SCH8,44caf81c,485,f28f9a1b,129.0,R
02973d54-d3f,SCH8,e9d05a2b,486,f28f9a1b,129.0,S
